label,n,d,T,j,true,est,bias,q0,q1,bstd,covered,time
conditional_independence,50,3,100,0,-0.26267668028286395,-0.2605647131778416,0.002111967105022372,-0.331080781265754,-0.1955512665927422,0.038473490928084074,True,11982.835673570633
conditional_independence,50,3,100,0,-0.26267668028286395,-0.31427927260557853,-0.05160259232271458,-0.4102035395153701,-0.24253352976523865,0.04091959885949023,True,11982.835673570633
conditional_independence,50,3,100,0,-0.26267668028286395,-0.21474190041634708,0.04793477986651687,-0.3087525608608236,-0.12303442118515465,0.04617836182382147,True,11982.835673570633
conditional_independence,50,3,100,0,-0.26267668028286395,-0.24117655919991957,0.021500121082944385,-0.315956507370502,-0.1563890128456642,0.0431512210166684,True,11982.835673570633
conditional_independence,50,3,100,0,-0.26267668028286395,-0.26644376386812657,-0.0037670835852626205,-0.34037914461324953,-0.1800701272884223,0.04225581288625613,True,11982.835673570633
conditional_independence,50,3,100,0,-0.26267668028286395,-0.21547572077909988,0.04720095950376407,-0.27044355636760403,-0.150036860949915,0.029427766965151456,True,11982.835673570633
conditional_independence,50,3,100,0,-0.26267668028286395,-0.27592499708620466,-0.01324831680334071,-0.36033727012381433,-0.18728761655829926,0.04693219555135698,True,11982.835673570633
conditional_independence,50,3,100,0,-0.26267668028286395,-0.29331245729572486,-0.03063577701286091,-0.3826411639698313,-0.23217998580831437,0.04035128742457033,True,11982.835673570633
conditional_independence,50,3,100,0,-0.26267668028286395,-0.2592110369412386,0.0034656433416253574,-0.3542530208501835,-0.1958339254999312,0.04327792696104971,True,11982.835673570633
conditional_independence,50,3,100,0,-0.26267668028286395,-0.26297071943876665,-0.00029403915590270335,-0.3602723451070924,-0.1712229197684559,0.0489151956050348,True,11982.835673570633
conditional_independence,50,3,100,0,-0.26267668028286395,-0.3097625676930038,-0.04708588741013986,-0.38756036391852033,-0.21269431629197189,0.047177645650734755,True,11982.835673570633
conditional_independence,50,3,100,0,-0.26267668028286395,-0.21588323709223334,0.04679344319063061,-0.2843658806307884,-0.15494835733125495,0.03461636223434673,True,11982.835673570633
conditional_independence,50,3,100,0,-0.26267668028286395,-0.2810480942707094,-0.018371413987845475,-0.38642310474534236,-0.1997159279725071,0.05061040178889507,True,11982.835673570633
conditional_independence,50,3,100,0,-0.26267668028286395,-0.27763271695889213,-0.014956036676028184,-0.34334270057037347,-0.2061480482045388,0.039237419993606915,True,11982.835673570633
conditional_independence,50,3,100,0,-0.26267668028286395,-0.2657916814419251,-0.0031150011590611593,-0.35383110570065784,-0.1710382680619905,0.04547094220845505,True,11982.835673570633
conditional_independence,50,3,100,0,-0.26267668028286395,-0.21846695598590915,0.0442097242969548,-0.31452882333662424,-0.13387849069252178,0.046333981026695295,True,11982.835673570633
conditional_independence,50,3,100,0,-0.26267668028286395,-0.26421299005078996,-0.001536309767926014,-0.3639498048438954,-0.17496673969180762,0.047127705047646,True,11982.835673570633
conditional_independence,50,3,100,0,-0.26267668028286395,-0.31270962304344485,-0.0500329427605809,-0.3942404990590394,-0.23530405540356614,0.04185621907849956,True,11982.835673570633
conditional_independence,50,3,100,0,-0.26267668028286395,-0.2917970707094988,-0.029120390426634835,-0.3744939965911531,-0.21420301796622154,0.04362816003486923,True,11982.835673570633
conditional_independence,50,3,100,0,-0.26267668028286395,-0.2577993843299519,0.004877295952912031,-0.3274329049044916,-0.18054493549520442,0.03901385864787883,True,11982.835673570633
time_independence,50,3,100,0,-0.26267668028286395,0.11186945120555278,0.37454613148841676,0.04883387488445489,0.155181167411124,0.031487395378559976,False,11982.835673570633
time_independence,50,3,100,0,-0.26267668028286395,0.10972133361737177,0.37239801390023575,0.06863798306968963,0.1720811892397864,0.02683311442025839,False,11982.835673570633
time_independence,50,3,100,0,-0.26267668028286395,0.13065246770105823,0.39332914798392216,0.09318719737909541,0.164632379232381,0.019633500431673022,False,11982.835673570633
time_independence,50,3,100,0,-0.26267668028286395,0.1330867464064884,0.3957634266893524,0.0803646718559475,0.18937493420377186,0.02944681282403606,False,11982.835673570633
time_independence,50,3,100,0,-0.26267668028286395,0.05023555156660679,0.31291223184947076,-0.005167840519502646,0.10803991874617436,0.029685055045861993,False,11982.835673570633
time_independence,50,3,100,0,-0.26267668028286395,0.08577134482753276,0.34844802511039674,0.042281589691346655,0.14409709707240032,0.026731989882054063,False,11982.835673570633
time_independence,50,3,100,0,-0.26267668028286395,0.11004999604945764,0.3727266763323216,0.0703589213697365,0.1676708640173628,0.026644518364423036,False,11982.835673570633
time_independence,50,3,100,0,-0.26267668028286395,0.16848278294060867,0.43115946322347265,0.11902002581647521,0.2177405000843715,0.02680382326251596,False,11982.835673570633
time_independence,50,3,100,0,-0.26267668028286395,0.12327086505902406,0.385947545341888,0.08628071160218163,0.1687380297947507,0.02171042986719149,False,11982.835673570633
time_independence,50,3,100,0,-0.26267668028286395,0.1520481254712993,0.41472480575416326,0.09148433489165839,0.20871649210391705,0.029642211679027305,False,11982.835673570633
time_independence,50,3,100,0,-0.26267668028286395,0.14890955067855838,0.41158623096142233,0.10290625853076077,0.2035883391527397,0.026013506479185648,False,11982.835673570633
time_independence,50,3,100,0,-0.26267668028286395,0.12781470971083747,0.3904913899937014,0.07685014180266196,0.1702881786352618,0.027571859393667762,False,11982.835673570633
time_independence,50,3,100,0,-0.26267668028286395,0.08999619531058069,0.3526728755934446,0.042541238552159535,0.13885822149919178,0.02420795665153952,False,11982.835673570633
time_independence,50,3,100,0,-0.26267668028286395,0.10592205619200672,0.3685987364748707,0.06334565844021178,0.17054664562194913,0.027967716281106756,False,11982.835673570633
time_independence,50,3,100,0,-0.26267668028286395,0.18486255116871908,0.44753923145158303,0.14314213675656848,0.2508604628210527,0.026639476567234522,False,11982.835673570633
time_independence,50,3,100,0,-0.26267668028286395,0.12096174691144164,0.3836384271943056,0.07142588304627968,0.17563629898893923,0.028027750212658204,False,11982.835673570633
time_independence,50,3,100,0,-0.26267668028286395,0.10581127083814111,0.3684879511210051,0.06503517955691202,0.15380630601143205,0.02324211292396397,False,11982.835673570633
time_independence,50,3,100,0,-0.26267668028286395,0.13829389646513307,0.400970576747997,0.08997993990335973,0.18533105511063408,0.027139196859326968,False,11982.835673570633
time_independence,50,3,100,0,-0.26267668028286395,0.0805544917543725,0.34323117203723646,0.044176587431053634,0.12217320075997228,0.02351647037816521,False,11982.835673570633
time_independence,50,3,100,0,-0.26267668028286395,0.14093900924059952,0.4036156895234635,0.08033414741988915,0.19798344631776862,0.028217762539909538,False,11982.835673570633
time_independence,50,3,100,0,-0.26267668028286395,0.1061405221312825,0.36881720241414645,0.04290063968637737,0.16638525919773559,0.031137632928899553,False,11982.835673570633
time_independence,50,3,100,0,-0.26267668028286395,0.1212003067302996,0.38387698701316353,0.07542242504090238,0.1678931761875473,0.024773909993710975,False,11982.835673570633
time_independence,50,3,100,0,-0.26267668028286395,0.12019012860306938,0.38286680888593333,0.0695511085476576,0.1734558338682471,0.026768028759439812,False,11982.835673570633
time_independence,50,3,100,0,-0.26267668028286395,0.09185943891360808,0.35453611919647204,0.04623819873301759,0.13929025683947077,0.025578071743148217,False,11982.835673570633
time_independence,50,3,100,0,-0.26267668028286395,0.07659534432843619,0.3392720246113001,0.040288204117874954,0.1174704916769704,0.019673348631136615,False,11982.835673570633
time_independence,50,3,100,0,-0.26267668028286395,0.09675150059183263,0.3594281808746966,0.03015476220433471,0.15291313385290922,0.030626599116213696,False,11982.835673570633
time_independence,50,3,100,0,-0.26267668028286395,0.13285957584694003,0.395536256129804,0.08104417795484598,0.17826251458191147,0.025299484876056575,False,11982.835673570633
time_independence,50,3,100,0,-0.26267668028286395,0.09067884391849243,0.3533555242013564,0.04765870808765382,0.137785390644636,0.023664778096608968,False,11982.835673570633
time_independence,50,3,100,0,-0.26267668028286395,0.14894406857462505,0.411620748857489,0.1039198179221954,0.19496482421408662,0.02590685945709296,False,11982.835673570633
time_independence,50,3,100,0,-0.26267668028286395,0.10755810898941165,0.3702347892722756,0.06298073252104436,0.14398183753077468,0.023132319961904495,False,11982.835673570633
time_independence,50,3,100,0,-0.26267668028286395,0.09185717307789314,0.3545338533607571,0.036321504908855475,0.15506355804036406,0.03174869877200185,False,11982.835673570633
time_independence,50,3,100,0,-0.26267668028286395,0.13614161746827227,0.3988182977511362,0.07369753127556465,0.20489071096464595,0.035262306257367274,False,11982.835673570633
time_independence,50,3,100,0,-0.26267668028286395,0.14548461440194163,0.40816129468480555,0.0818122021953528,0.20231078700577812,0.03350551973517328,False,11982.835673570633
time_independence,50,3,100,0,-0.26267668028286395,0.11471242675476952,0.37738910703763345,0.07246050243898841,0.15684595357925374,0.021517784960316675,False,11982.835673570633
time_independence,50,3,100,0,-0.26267668028286395,0.10673320466891628,0.36940988495178023,0.06387465195282664,0.15978650242641942,0.02661375436273443,False,11982.835673570633
time_independence,50,3,100,0,-0.26267668028286395,0.1434683197519649,0.40614500003482884,0.10877119630172764,0.1917661816605273,0.02341246341943075,False,11982.835673570633
time_independence,50,3,100,0,-0.26267668028286395,0.15606012200748867,0.4187368022903526,0.09588833971181626,0.21806061158130183,0.02952557909252372,False,11982.835673570633
time_independence,50,3,100,0,-0.26267668028286395,0.11245085366597973,0.3751275339488437,0.05663162229129879,0.1755465263325297,0.027871795616648484,False,11982.835673570633
time_independence,50,3,100,0,-0.26267668028286395,0.09407948989326963,0.3567561701761336,0.038354329064644595,0.14671858610254568,0.029473000550581708,False,11982.835673570633
time_independence,50,3,100,0,-0.26267668028286395,0.0985468453462933,0.36122352562915727,0.034644840883177,0.15733381645780964,0.035384568685598285,False,11982.835673570633
time_independence,50,3,100,0,-0.26267668028286395,0.13760568434825635,0.4002823646311203,0.0732115561939167,0.2050811136795929,0.03273020220669691,False,11982.835673570633
time_independence,50,3,100,0,-0.26267668028286395,0.0642655722890039,0.3269422525718678,0.013421282867354483,0.11923856428362395,0.027226408639694694,False,11982.835673570633
time_independence,50,3,100,0,-0.26267668028286395,0.1321189101354949,0.3947955904183589,0.07496540644052414,0.20260724328277882,0.03321019005538563,False,11982.835673570633
time_independence,50,3,100,0,-0.26267668028286395,0.1280124073802638,0.3906890876631277,0.07124000499206741,0.17793002688482537,0.026923435777013574,False,11982.835673570633
time_independence,50,3,100,0,-0.26267668028286395,0.12604793726727562,0.38872461755013954,0.05998609185989406,0.17173103401719275,0.027080286373345454,False,11982.835673570633
time_independence,50,3,100,0,-0.26267668028286395,0.06033346283695608,0.32301014311982,0.0261992077164267,0.10655569247063856,0.021098136228826274,False,11982.835673570633
time_independence,50,3,100,0,-0.26267668028286395,0.10671025088955792,0.3693869311724219,0.04600642328383284,0.16716541670739074,0.03422713079270275,False,11982.835673570633
time_independence,50,3,100,0,-0.26267668028286395,0.09267519467256206,0.35535187495542603,0.058215456454383,0.13718397807685345,0.021883586048777885,False,11982.835673570633
time_independence,50,3,100,0,-0.26267668028286395,0.14313815084212944,0.4058148311249934,0.09204235313257957,0.18193876941364331,0.02333013022500587,False,11982.835673570633
time_independence,50,3,100,0,-0.26267668028286395,0.13485339403370586,0.39753007431656984,0.08178145107615509,0.1930300294054356,0.03037884950073665,False,11982.835673570633
time_independence,50,3,100,0,-0.26267668028286395,0.0824578080204015,0.34513448830326543,0.0397293500507786,0.125214845478903,0.023296715614103503,False,11982.835673570633
time_independence,50,3,100,0,-0.26267668028286395,0.14599545697741018,0.4086721372602741,0.08248358273933397,0.20634005106875067,0.0326743031001078,False,11982.835673570633
time_independence,50,3,100,0,-0.26267668028286395,0.14105046769900575,0.4037271479818697,0.0980213430240062,0.19318249103672802,0.02584185223681774,False,11982.835673570633
time_independence,50,3,100,0,-0.26267668028286395,0.08899594015977776,0.3516726204426417,0.037842959406195795,0.14828470301361138,0.027858930378735523,False,11982.835673570633
time_independence,50,3,100,0,-0.26267668028286395,0.12706512503661627,0.3897418053194802,0.07048861366610919,0.17206654075602867,0.028184547636092058,False,11982.835673570633
time_independence,50,3,100,0,-0.26267668028286395,0.0636563083868875,0.32633298866975147,0.017532542028860957,0.11698822102882578,0.027235428287533375,False,11982.835673570633
time_independence,50,3,100,0,-0.26267668028286395,0.06812529291012147,0.33080197319298543,0.01457412539983754,0.10798690944240749,0.023032847830991274,False,11982.835673570633
time_independence,50,3,100,0,-0.26267668028286395,0.11253142305845487,0.3752081033413188,0.06555824523685813,0.17701448778089812,0.030131053637072004,False,11982.835673570633
time_independence,50,3,100,0,-0.26267668028286395,0.08422032403347463,0.3468970043163386,0.033110868024533356,0.13051536795289026,0.024992336852302247,False,11982.835673570633
time_independence,50,3,100,0,-0.26267668028286395,0.09831723726827676,0.36099391755114074,0.02602936140357255,0.15611126922888152,0.0321801225575175,False,11982.835673570633
time_independence,50,3,100,0,-0.26267668028286395,0.05530831005023992,0.3179849903331039,0.006478909828069271,0.10282708548023212,0.024440450432330733,False,11982.835673570633
time_independence,50,3,100,0,-0.26267668028286395,0.13906897354402578,0.40174565382688976,0.08157415956815064,0.18668804158367594,0.029455154948132105,False,11982.835673570633
time_independence,50,3,100,0,-0.26267668028286395,0.06397044035559739,0.32664712063846135,-0.00437339812756,0.11444565906711679,0.030584242838113687,False,11982.835673570633
time_independence,50,3,100,0,-0.26267668028286395,0.07703027899189806,0.339706959274762,0.02231545064920738,0.11635877788049558,0.026637323373462227,False,11982.835673570633
time_independence,50,3,100,0,-0.26267668028286395,0.12463919403059526,0.3873158743134592,0.07714368494349734,0.17331156747618084,0.024626718025203453,False,11982.835673570633
time_independence,50,3,100,0,-0.26267668028286395,0.13472995946671515,0.3974066397495791,0.07840528738352791,0.1962952783031948,0.03263504193637637,False,11982.835673570633
time_independence,50,3,100,0,-0.26267668028286395,0.10185205398555039,0.36452873426841437,0.05769256990851066,0.14451843086830501,0.024697617650507608,False,11982.835673570633
time_independence,50,3,100,0,-0.26267668028286395,0.10414136085268096,0.3668180411355449,0.05821332748014904,0.15104456846361308,0.026160737650096234,False,11982.835673570633
time_independence,50,3,100,0,-0.26267668028286395,0.086718749044498,0.34939542932736195,0.045629561888773595,0.13565336410330303,0.025806025819474217,False,11982.835673570633
time_independence,50,3,100,0,-0.26267668028286395,0.10641613442453247,0.3690928147073964,0.052793826474943656,0.15140927461716583,0.02432441424789325,False,11982.835673570633
time_independence,50,3,100,0,-0.26267668028286395,0.17542603385931427,0.4381027141421782,0.13115693099986214,0.22166632504558875,0.024307016314350425,False,11982.835673570633
time_independence,50,3,100,0,-0.26267668028286395,0.13076083594741372,0.3934375162302777,0.0691266894746459,0.17913738237215276,0.028893991026404456,False,11982.835673570633
time_independence,50,3,100,0,-0.26267668028286395,0.06468838344833687,0.32736506373120083,0.01117756192717342,0.11146909970924564,0.02616563456910067,False,11982.835673570633
time_independence,50,3,100,0,-0.26267668028286395,0.14186275674171717,0.4045394370245811,0.0879272175764662,0.20014740112138313,0.029629575565025094,False,11982.835673570633
time_independence,50,3,100,0,-0.26267668028286395,0.17556106725935317,0.4382377475422171,0.11639019667467726,0.24402656418304217,0.031150253232413484,False,11982.835673570633
time_independence,50,3,100,0,-0.26267668028286395,0.1234857738261599,0.38616245410902383,0.07096480422405026,0.18101837372825566,0.02856860648253162,False,11982.835673570633
time_independence,50,3,100,0,-0.26267668028286395,0.10555147718208552,0.36822815746494947,0.05758753318248392,0.1532149324267084,0.025336048613814,False,11982.835673570633
time_independence,50,3,100,0,-0.26267668028286395,0.11117118561317339,0.37384786589603736,0.05860811840275397,0.1542681197274357,0.024753782060244294,False,11982.835673570633
time_independence,50,3,100,0,-0.26267668028286395,0.13304986677305083,0.3957265470559148,0.09032832911939132,0.1848641584867789,0.028015314461236666,False,11982.835673570633
time_independence,50,3,100,0,-0.26267668028286395,0.11664526800332854,0.3793219482861925,0.07477837201689791,0.1652780401294626,0.02412569110351476,False,11982.835673570633
time_independence,50,3,100,0,-0.26267668028286395,0.10891128548004714,0.3715879657629111,0.0664358560458155,0.1616473447713143,0.022675388362044902,False,11982.835673570633
time_independence,50,3,100,0,-0.26267668028286395,0.14551026803942904,0.40818694832229296,0.08168993573293933,0.2080267140984653,0.03513058738096513,False,11982.835673570633
time_independence,50,3,100,0,-0.26267668028286395,0.12724606016355322,0.38992274044641717,0.06793461920919601,0.18221262824470202,0.02870532004235017,False,11982.835673570633
time_independence,50,3,100,0,-0.26267668028286395,0.11066431477052116,0.37334099505338514,0.0655463118268675,0.16669578561152273,0.026771840598088577,False,11982.835673570633
time_independence,50,3,100,0,-0.26267668028286395,0.08450313568854761,0.34717981597141157,0.03686228107636641,0.1313696066805471,0.02687486177492569,False,11982.835673570633
time_independence,50,3,100,0,-0.26267668028286395,0.11792670364583996,0.3806033839287039,0.05653335199624308,0.1803107212555412,0.032466258225046514,False,11982.835673570633
time_independence,50,3,100,0,-0.26267668028286395,0.06393129559121402,0.32660797587407797,0.0020887011686773226,0.11705773205220128,0.031227588701405632,False,11982.835673570633
time_independence,50,3,100,0,-0.26267668028286395,0.08539955612356194,0.3480762364064259,0.04419914135010477,0.13127535514637398,0.02449075279908685,False,11982.835673570633
time_independence,50,3,100,0,-0.26267668028286395,0.07638321537188177,0.3390598956547457,0.03256929149002353,0.12337760385569824,0.025602392275673652,False,11982.835673570633
time_independence,50,3,100,0,-0.26267668028286395,0.12284943002588314,0.38552611030874706,0.0758046080564626,0.18120154963632418,0.02646413547559884,False,11982.835673570633
time_independence,50,3,100,0,-0.26267668028286395,0.15866650906937535,0.4213431893522393,0.11603159530709056,0.20894018948510976,0.024377701721045846,False,11982.835673570633
time_independence,50,3,100,0,-0.26267668028286395,0.11563004106513954,0.37830672134800347,0.05929647320193106,0.17820124351634667,0.028843092909501815,False,11982.835673570633
time_independence,50,3,100,0,-0.26267668028286395,0.07462072258296379,0.33729740286582777,0.015436151897236492,0.13283646364118817,0.03254991326263789,False,11982.835673570633
time_independence,50,3,100,0,-0.26267668028286395,0.11693700449237661,0.37961368477524055,0.07395394028464784,0.1638081590444578,0.02331820475774973,False,11982.835673570633
time_independence,50,3,100,0,-0.26267668028286395,0.04878415166973416,0.3114608319525981,-0.009264574843770787,0.11174862694688237,0.032038170309532876,False,11982.835673570633
time_independence,50,3,100,0,-0.26267668028286395,0.13052589688904281,0.39320257717190676,0.08267490217068608,0.19135509215348184,0.027841750665619624,False,11982.835673570633
time_independence,50,3,100,0,-0.26267668028286395,0.14732996802437842,0.41000664830724237,0.10154400077813779,0.18771620024353125,0.02213830813990957,False,11982.835673570633
time_independence,50,3,100,0,-0.26267668028286395,0.11777014750731778,0.38044682779018174,0.058437611954720754,0.16643917222886767,0.026083963904739344,False,11982.835673570633
time_independence,50,3,100,0,-0.26267668028286395,0.11085846898398605,0.37353514926685,0.0551799903795007,0.15980477280615493,0.0298454968490304,False,11982.835673570633
time_independence,50,3,100,0,-0.26267668028286395,0.09038943840066962,0.35306611868353355,0.03667197522766494,0.15135080013762195,0.03162963982218503,False,11982.835673570633
time_independence,50,3,100,0,-0.26267668028286395,0.07648722735589042,0.33916390763875437,0.03541971196822388,0.14003358699855484,0.028207059539824865,False,11982.835673570633
time_independence,50,3,100,0,-0.26267668028286395,0.10632063227414386,0.3689973125570078,0.049855333875176,0.17024266841096045,0.03053812858956622,False,11982.835673570633
time_independence,50,3,100,0,-0.26267668028286395,0.11603370968330409,0.378710389966168,0.062359687617139566,0.17880462975208158,0.031564723850510644,False,11982.835673570633
time_independence,50,3,100,0,-0.26267668028286395,0.11154675260925474,0.3742234328921187,0.035638443062716484,0.15292244844422823,0.028499367732932098,False,11982.835673570633
time_independence,50,3,100,0,-0.26267668028286395,0.12571743295468335,0.3883941132375473,0.05881857927489661,0.19723992500135118,0.03461062020334023,False,11982.835673570633
time_independence,50,3,100,0,-0.26267668028286395,0.08393307588250754,0.3466097561653715,0.03615500399414867,0.13604446175468093,0.02804480197584182,False,11982.835673570633
time_independence,50,3,100,0,-0.26267668028286395,0.10863814718630908,0.37131482746917305,0.05575794117168093,0.16359084373423124,0.028161381482350232,False,11982.835673570633
time_independence,50,3,100,0,-0.26267668028286395,0.13101174080524788,0.39368842108811186,0.07436160358339632,0.19036991512949902,0.03008190556359226,False,11982.835673570633
time_independence,50,3,100,0,-0.26267668028286395,0.07631164535744461,0.33898832564030856,0.022938119526983866,0.12747205467419806,0.026280696265568223,False,11982.835673570633
time_independence,50,3,100,0,-0.26267668028286395,0.10066111529324925,0.36333779557611323,0.04063299988119536,0.15621687084286817,0.028628796489651588,False,11982.835673570633
time_independence,50,3,100,0,-0.26267668028286395,0.09548547516383148,0.35816215544669544,0.03984677923575628,0.16227392377686484,0.03184892322469832,False,11982.835673570633
time_independence,50,3,100,0,-0.26267668028286395,0.07960405016715283,0.3422807304500168,0.01373332150928851,0.1352168923424056,0.031234196503920265,False,11982.835673570633
time_independence,50,3,100,0,-0.26267668028286395,0.07220339370906179,0.33488007399192576,0.022516051489692525,0.11729888443655292,0.027575793733883837,False,11982.835673570633
time_independence,50,3,100,0,-0.26267668028286395,0.13007142871857666,0.39274810900144064,0.08360011885457946,0.1820935520558165,0.025367982820743196,False,11982.835673570633
time_independence,50,3,100,0,-0.26267668028286395,0.07321605668560871,0.33589273696847266,0.03169825290630608,0.11677006618559177,0.024502179171152248,False,11982.835673570633
time_independence,50,3,100,0,-0.26267668028286395,0.10526386611628419,0.36794054639914814,0.06703118174466374,0.15882193014917417,0.02691630786352708,False,11982.835673570633
time_independence,50,3,100,0,-0.26267668028286395,0.16563315983671195,0.4283098401195759,0.11096279314213969,0.2181745749047821,0.028329495985001413,False,11982.835673570633
time_independence,50,3,100,0,-0.26267668028286395,0.14698879222539268,0.40966547250825663,0.0918305117870308,0.1958445494847534,0.02844469906350099,False,11982.835673570633
time_independence,50,3,100,0,-0.26267668028286395,0.11106419141959215,0.37374087170245607,0.05983897021301949,0.17057251331885523,0.02879182286498913,False,11982.835673570633
time_independence,50,3,100,0,-0.26267668028286395,0.09492849592930923,0.3576051762121732,0.03375117520861126,0.16057706333475893,0.032776196710985785,False,11982.835673570633
time_independence,50,3,100,0,-0.26267668028286395,0.08679609469548438,0.34947277497834833,0.039234223307900606,0.1345214986583485,0.024748189692642295,False,11982.835673570633
time_independence,50,3,100,0,-0.26267668028286395,0.10554803671873285,0.3682247170015968,0.0611669351243351,0.15065493199849003,0.025324136798625843,False,11982.835673570633
time_independence,50,3,100,0,-0.26267668028286395,0.13613264014453197,0.3988093204273959,0.10147710921012087,0.19293226500637214,0.02706838288286811,False,11982.835673570633
time_independence,50,3,100,0,-0.26267668028286395,0.1297108380677164,0.3923875183505804,0.07920540384485088,0.18050273478853857,0.027674901535582483,False,11982.835673570633
time_independence,50,3,100,0,-0.26267668028286395,0.13218027553840803,0.394856955821272,0.085255129498257,0.2017676115273765,0.026299850080532046,False,11982.835673570633
time_independence,50,3,100,0,-0.26267668028286395,0.1244743214104342,0.38715100169329814,0.07026689082336326,0.17347231764159468,0.02606197687537672,False,11982.835673570633
time_independence,50,3,100,0,-0.26267668028286395,0.05552370509828787,0.3182003853811518,0.024975726099231415,0.09065849475951562,0.019828216134608216,False,11982.835673570633
time_independence,50,3,100,0,-0.26267668028286395,0.09537714280927949,0.35805382309214345,0.0519673245356352,0.13748925081752814,0.02221936318687333,False,11982.835673570633
time_independence,50,3,100,0,-0.26267668028286395,0.09383897913169069,0.35651565941455465,0.02956751041489768,0.14533473870585428,0.02872360408938878,False,11982.835673570633
time_independence,50,3,100,0,-0.26267668028286395,0.09904471349294594,0.3617213937758099,0.05325060569830441,0.1462919462470428,0.024211256206481194,False,11982.835673570633
time_independence,50,3,100,0,-0.26267668028286395,0.12428213399328776,0.3869588142761517,0.07717107509868676,0.18323624280204903,0.02727783417436496,False,11982.835673570633
time_independence,50,3,100,0,-0.26267668028286395,0.11782116464813754,0.38049784493100147,0.04673466566010965,0.19950602882223706,0.03957452599266039,False,11982.835673570633
time_independence,50,3,100,0,-0.26267668028286395,0.07940762679385242,0.3420843070767164,0.03311625508685428,0.12411962117019913,0.02639045784248656,False,11982.835673570633
time_independence,50,3,100,0,-0.26267668028286395,0.08026299069472435,0.3429396709775883,0.026882382861296357,0.14070844337490573,0.029103981056083895,False,11982.835673570633
time_independence,50,3,100,0,-0.26267668028286395,0.08044315328091389,0.34311983356377784,0.02349133823940444,0.13432938209172296,0.029920385852695304,False,11982.835673570633
time_independence,50,3,100,0,-0.26267668028286395,0.08590518373318884,0.3485818640160528,0.021054164802321945,0.14762437150660793,0.03286884740018102,False,11982.835673570633
time_independence,50,3,100,0,-0.26267668028286395,0.08147493754656307,0.34415161782942705,0.0410065397428111,0.13712929340857263,0.025979532404378416,False,11982.835673570633
time_independence,50,3,100,0,-0.26267668028286395,0.0863032521101563,0.3489799323930203,0.043032733504909784,0.13753136677289854,0.027567351939170367,False,11982.835673570633
time_independence,50,3,100,0,-0.26267668028286395,0.11580458039196492,0.3784812606748289,0.06400785275618362,0.16374733812184242,0.026283265197575914,False,11982.835673570633
time_independence,50,3,100,0,-0.26267668028286395,0.15588388585590734,0.4185605661387713,0.10467845626974154,0.1947332936149213,0.02259611258231687,False,11982.835673570633
time_independence,50,3,100,0,-0.26267668028286395,0.10760727095094849,0.3702839512338124,0.05504195477295335,0.1711493038881998,0.033454095296254815,False,11982.835673570633
time_independence,50,3,100,0,-0.26267668028286395,0.09902942118998337,0.3617061014728473,0.0660400426379213,0.14759453545964188,0.02132026857482262,False,11982.835673570633
time_independence,50,3,100,0,-0.26267668028286395,0.09691020235569305,0.359586882638557,0.02751950864028724,0.16359833825288753,0.03654618030058485,False,11982.835673570633
time_independence,50,3,100,0,-0.26267668028286395,0.14423213624156417,0.4069088165244281,0.09440297883222654,0.1946356971583348,0.02947343491619909,False,11982.835673570633
time_independence,50,3,100,0,-0.26267668028286395,0.12472186698693848,0.38739854726980244,0.08257677994261718,0.17453973019485822,0.02442245465267416,False,11982.835673570633
time_independence,50,3,100,0,-0.26267668028286395,0.10234884184220303,0.365025522125067,0.048891555086045806,0.14747747469007363,0.024455208540788503,False,11982.835673570633
time_independence,50,3,100,0,-0.26267668028286395,0.11842292901349151,0.38109960929635545,0.07244980276026165,0.15851778966317367,0.0215897096658568,False,11982.835673570633
time_independence,50,3,100,0,-0.26267668028286395,0.11374723979263685,0.3764239200755008,0.061761240029062574,0.1563671026851136,0.02738171389790794,False,11982.835673570633
time_independence,50,3,100,0,-0.26267668028286395,0.13247062017812394,0.3951473004609879,0.0866491178871154,0.18330053319859324,0.025551672620483384,False,11982.835673570633
time_independence,50,3,100,0,-0.26267668028286395,0.10378372500834307,0.36646040529120705,0.048442279366585024,0.15759490488761785,0.030518323845164605,False,11982.835673570633
time_independence,50,3,100,0,-0.26267668028286395,0.07068655858215205,0.333363238865016,0.017286925239232233,0.12862814476095405,0.028010341584836573,False,11982.835673570633
time_independence,50,3,100,0,-0.26267668028286395,0.08012854351348678,0.3428052237963507,0.014132325453333986,0.15251977085546609,0.03743009418628018,False,11982.835673570633
time_independence,50,3,100,0,-0.26267668028286395,0.08204338334479164,0.3447200636276556,0.023064131833583513,0.15007436981615624,0.03263035944317663,False,11982.835673570633
time_independence,50,3,100,0,-0.26267668028286395,0.0955816766100004,0.35825835689286434,0.04990473592576345,0.14397171304245834,0.024999935094736764,False,11982.835673570633
time_independence,50,3,100,0,-0.26267668028286395,0.09167191631646007,0.35434859659932405,0.03342978324093979,0.1466666062836116,0.028065412987082233,False,11982.835673570633
time_independence,50,3,100,0,-0.26267668028286395,0.015381948818171558,0.2780586291010355,-0.03936029395334721,0.06330620422462933,0.02630712746476222,False,11982.835673570633
time_independence,50,3,100,0,-0.26267668028286395,0.06353615736506416,0.3262128376479281,0.007711808260484392,0.10370454038155551,0.025499503897469328,False,11982.835673570633
