label,n,d,T,j,true,est,bias,q0,q1,bstd,covered,time
ours,50,3,100,2,0.10168374055503572,0.08106343044386426,-0.020620310111171464,0.05164192243637512,0.11553345016041212,0.0167579938717294,True,11944.108478307724
ours,50,3,100,2,0.10168374055503572,0.06340518795262201,-0.03827855260241371,0.032260811133598556,0.10214070429599831,0.018191602461433747,True,11944.108478307724
ours,50,3,100,2,0.10168374055503572,0.10003398973301346,-0.0016497508220222612,0.057898470081494846,0.1394783936325819,0.020320088620360683,True,11944.108478307724
ours,50,3,100,2,0.10168374055503572,0.124157999770062,0.022474259215026285,0.08011779913924519,0.17842949981484485,0.024034518696532756,True,11944.108478307724
ours,50,3,100,2,0.10168374055503572,0.14409734133819102,0.0424136007831553,0.09863574746447817,0.19752335981836747,0.02343526937508159,True,11944.108478307724
ours,50,3,100,2,0.10168374055503572,0.07712532395674929,-0.024558416598286434,0.04075295481114005,0.1211557950012253,0.021675081867957916,True,11944.108478307724
ours,50,3,100,2,0.10168374055503572,0.087001590952243,-0.014682149602792724,0.05441288661365476,0.12901080651937433,0.021141142009411112,True,11944.108478307724
ours,50,3,100,2,0.10168374055503572,0.1014091513496817,-0.0002745892053540172,0.06408475266795124,0.14953363672752032,0.02216089628290641,True,11944.108478307724
ours,50,3,100,2,0.10168374055503572,0.145456853252376,0.043773112697340286,0.10891813959633256,0.19438139844426128,0.022282516470547364,False,11944.108478307724
ours,50,3,100,2,0.10168374055503572,0.08542168604535615,-0.016262054509679574,0.04571574972618757,0.1244716763673753,0.020696956262943992,True,11944.108478307724
ours,50,3,100,2,0.10168374055503572,0.09988150043152587,-0.0018022401235098517,0.0576557423767607,0.14317719687982605,0.022216635284953292,True,11944.108478307724
ours,50,3,100,2,0.10168374055503572,0.08985504195850773,-0.011828698596527992,0.04885626139574298,0.13387212927830636,0.023185447149329123,True,11944.108478307724
ours,50,3,100,2,0.10168374055503572,0.07347760027339498,-0.028206140281640743,0.03988536431076135,0.11145056992835523,0.020448724665480138,True,11944.108478307724
ours,50,3,100,2,0.10168374055503572,0.08949767458677213,-0.01218606596826359,0.05666622118195542,0.12586927906497014,0.01799511836872277,True,11944.108478307724
ours,50,3,100,2,0.10168374055503572,0.08261168788806414,-0.01907205266697158,0.05093154055342517,0.11911871417037068,0.018372291165208197,True,11944.108478307724
ours,50,3,100,2,0.10168374055503572,0.13264348910053209,0.030959748545496366,0.0928091249169947,0.17886041839660452,0.023307672819911418,True,11944.108478307724
ours,50,3,100,2,0.10168374055503572,0.10687657920156249,0.005192838646526768,0.05880833139432643,0.15268078334094423,0.023863180167840788,True,11944.108478307724
ours,50,3,100,2,0.10168374055503572,0.0920242095219484,-0.009659531033087324,0.06088742637993056,0.12458751099978436,0.017392477263015405,True,11944.108478307724
ours,50,3,100,2,0.10168374055503572,0.08989244871278129,-0.011791291842254428,0.055371380741766826,0.12797282223122755,0.018368231564669303,True,11944.108478307724
ours,50,3,100,2,0.10168374055503572,0.08996121694561235,-0.011722523609423371,0.05532426086149934,0.12768122287320055,0.018206596889719383,True,11944.108478307724
ours,50,3,100,2,0.10168374055503572,0.10133640305106387,-0.0003473375039718535,0.06693119332456818,0.15473435966084256,0.0233081138464099,True,11944.108478307724
ours,50,3,100,2,0.10168374055503572,0.09694755411081697,-0.0047361864442187485,0.05471985157985543,0.1589228464754915,0.02708384596659634,True,11944.108478307724
ours,50,3,100,2,0.10168374055503572,0.12188075531244774,0.02019701475741202,0.07442542623622625,0.17318289382868013,0.024856037375045263,True,11944.108478307724
ours,50,3,100,2,0.10168374055503572,0.09025647763129725,-0.011427262923738468,0.053061143980483415,0.13660538808993858,0.022486442435862748,True,11944.108478307724
ours,50,3,100,2,0.10168374055503572,0.11824688589770199,0.01656314534266627,0.07814073040594581,0.16392708850528293,0.024277292058971982,True,11944.108478307724
ours,50,3,100,2,0.10168374055503572,0.10399460702311655,0.0023108664680808327,0.06406746721165785,0.1471133059941261,0.02141937855990766,True,11944.108478307724
ours,50,3,100,2,0.10168374055503572,0.09650075994166571,-0.005182980613370011,0.05152279131606138,0.1395267420486766,0.021845970882818047,True,11944.108478307724
ours,50,3,100,2,0.10168374055503572,0.12864504879849736,0.026961308243461643,0.08475131247666595,0.18081065776678054,0.0263463678941159,True,11944.108478307724
ours,50,3,100,2,0.10168374055503572,0.11736460074941991,0.015680860194384194,0.08477652439347903,0.15259883514241526,0.01893639163301086,True,11944.108478307724
ours,50,3,100,2,0.10168374055503572,0.09232414865268829,-0.009359591902347433,0.059441115096166286,0.12696927074003797,0.019304221154890867,True,11944.108478307724
ours,50,3,100,2,0.10168374055503572,0.12505663438888376,0.023372893833848038,0.08697826258953924,0.17728970964718652,0.02443809520818191,True,11944.108478307724
ours,50,3,100,2,0.10168374055503572,0.09054025330795872,-0.011143487247077005,0.04412574931581695,0.13771529434993512,0.02646790442574795,True,11944.108478307724
ours,50,3,100,2,0.10168374055503572,0.09874619807351688,-0.00293754248151884,0.047382621150580825,0.15542985493856057,0.02766165925585835,True,11944.108478307724
ours,50,3,100,2,0.10168374055503572,0.11250348052121426,0.010819739966178535,0.08118834485218974,0.15435151201819858,0.018415924227255548,True,11944.108478307724
ours,50,3,100,2,0.10168374055503572,0.11265278422905098,0.010969043674015258,0.0774856625360059,0.1524691246654399,0.020048279114694423,True,11944.108478307724
ours,50,3,100,2,0.10168374055503572,0.11107036781401089,0.00938662725897517,0.06285105591211095,0.15745578852309766,0.02446734093969292,True,11944.108478307724
ours,50,3,100,2,0.10168374055503572,0.10185596851253131,0.00017222795749559372,0.050325819207248414,0.15489797344506065,0.026210296475507974,True,11944.108478307724
ours,50,3,100,2,0.10168374055503572,0.08891522421691694,-0.012768516338118777,0.04631396995444611,0.14420994190652908,0.02411056182874084,True,11944.108478307724
ours,50,3,100,2,0.10168374055503572,0.11346739329790771,0.011783652742871992,0.07367080679628105,0.17945380199467784,0.026113269483869907,True,11944.108478307724
ours,50,3,100,2,0.10168374055503572,0.1472442470340314,0.04556050647899569,0.11015196026103394,0.19084794094139038,0.02229470245592813,False,11944.108478307724
ours,50,3,100,2,0.10168374055503572,0.11000361445084067,0.00831987389580495,0.076849791730628,0.14930513235537377,0.01933072866090942,True,11944.108478307724
ours,50,3,100,2,0.10168374055503572,0.0888697255477777,-0.012814015007258026,0.046506234101538084,0.12224832659906762,0.01915299371337701,True,11944.108478307724
ours,50,3,100,2,0.10168374055503572,0.09429663760623463,-0.007387102948801086,0.05187971246034055,0.1349575265079121,0.02310392707067757,True,11944.108478307724
ours,50,3,100,2,0.10168374055503572,0.1180220638577828,0.01633832330274708,0.06883702514133809,0.16713611672780634,0.025647276000840387,True,11944.108478307724
ours,50,3,100,2,0.10168374055503572,0.11615448392319025,0.014470743368154529,0.07658956227909051,0.1684814934511225,0.022382407543563642,True,11944.108478307724
ours,50,3,100,2,0.10168374055503572,0.10166808119126444,-1.565936377127819e-05,0.0655575748511095,0.14152580899952047,0.0197379189345795,True,11944.108478307724
ours,50,3,100,2,0.10168374055503572,0.08254173858975977,-0.019142001965275948,0.047876485343428275,0.12088507232878619,0.0197708225879461,True,11944.108478307724
ours,50,3,100,2,0.10168374055503572,0.10041585084901049,-0.0012678897060252325,0.06252569911257211,0.1354300166697474,0.019113371127529113,True,11944.108478307724
ours,50,3,100,2,0.10168374055503572,0.13039923918429594,0.02871549862926022,0.07572279813532139,0.17766522757646389,0.026136991470293497,True,11944.108478307724
ours,50,3,100,2,0.10168374055503572,0.08259581354224065,-0.019087927012795075,0.03968108271082778,0.12347383715716476,0.022413881072320195,True,11944.108478307724
ours,50,3,100,2,0.10168374055503572,0.06971223503115383,-0.031971505523881893,0.02469082242833189,0.12402798945385525,0.027066480797903705,True,11944.108478307724
ours,50,3,100,2,0.10168374055503572,0.12599621034263578,0.024312469787600058,0.08054800954313872,0.16670586104743212,0.023807861176159198,True,11944.108478307724
ours,50,3,100,2,0.10168374055503572,0.08670291216620199,-0.01498082838883373,0.05879480282074083,0.11349507073091802,0.01443445257384788,True,11944.108478307724
ours,50,3,100,2,0.10168374055503572,0.09611240561425581,-0.0055713349407799095,0.05750205041991488,0.1365227885985744,0.020725356399371904,True,11944.108478307724
ours,50,3,100,2,0.10168374055503572,0.11684695633116884,0.015163215776133124,0.07910961230698803,0.16208409042177088,0.021506004514796465,True,11944.108478307724
ours,50,3,100,2,0.10168374055503572,0.06706656088706568,-0.03461717966797004,0.03721865896535765,0.1273488102381226,0.02206359733040403,True,11944.108478307724
ours,50,3,100,2,0.10168374055503572,0.09581596701419051,-0.005867773540845209,0.06284115793169508,0.1344399539022745,0.017267537525252247,True,11944.108478307724
ours,50,3,100,2,0.10168374055503572,0.09391231472439149,-0.007771425830644232,0.05581979482623687,0.13425913159325764,0.021069807681201997,True,11944.108478307724
ours,50,3,100,2,0.10168374055503572,0.10633390704161311,0.004650166486577387,0.06650637939614876,0.148970426678279,0.02110669622369225,True,11944.108478307724
ours,50,3,100,2,0.10168374055503572,0.1211668357563701,0.019483095201334386,0.08861820746623268,0.16041086741801985,0.01933137403929938,True,11944.108478307724
ours,50,3,100,2,0.10168374055503572,0.08968399454517231,-0.011999746009863407,0.06197791796181977,0.11856401871442478,0.014810227222761041,True,11944.108478307724
ours,50,3,100,2,0.10168374055503572,0.12880474039568607,0.027120999840650348,0.08800654200866859,0.1851121136848236,0.027765607629589913,True,11944.108478307724
ours,50,3,100,2,0.10168374055503572,0.08369050528502561,-0.017993235270010108,0.052173465073107474,0.12922561110188496,0.02246941301758228,True,11944.108478307724
ours,50,3,100,2,0.10168374055503572,0.09014803871781572,-0.011535701837219997,0.04685418786928597,0.12970711428977238,0.023453542079426508,True,11944.108478307724
ours,50,3,100,2,0.10168374055503572,0.09067910282038516,-0.01100463773465056,0.054601472728186044,0.1367830277124389,0.022350722334150277,True,11944.108478307724
ours,50,3,100,2,0.10168374055503572,0.11291493922845672,0.011231198673420997,0.07141639333939023,0.1619080126527932,0.02445039914626015,True,11944.108478307724
ours,50,3,100,2,0.10168374055503572,0.09823181015271952,-0.0034519304023162,0.0658193913577312,0.1272180397901477,0.0158675295920459,True,11944.108478307724
ours,50,3,100,2,0.10168374055503572,0.1156656957779103,0.013981955222874584,0.07418959797269296,0.16648861964348244,0.02198027227788402,True,11944.108478307724
ours,50,3,100,2,0.10168374055503572,0.10820382339985526,0.006520082844819544,0.0740411925782894,0.14881570725525006,0.019279486578621937,True,11944.108478307724
ours,50,3,100,2,0.10168374055503572,0.10382755332942507,0.002143812774389353,0.0656877411531681,0.14269421155077464,0.02129378830198888,True,11944.108478307724
ours,50,3,100,2,0.10168374055503572,0.07478567222202857,-0.026898068333007147,0.03320712413017879,0.1112159779324029,0.019365717564052486,True,11944.108478307724
ours,50,3,100,2,0.10168374055503572,0.07881109053156327,-0.022872650023472454,0.048599436058669905,0.11395638999251557,0.01764577406748301,True,11944.108478307724
ours,50,3,100,2,0.10168374055503572,0.15226319776942265,0.05057945721438693,0.11520183119441567,0.19098306469773982,0.018731303864650925,False,11944.108478307724
ours,50,3,100,2,0.10168374055503572,0.09852892221199908,-0.0031548183430366444,0.06783535102990786,0.12778515509711405,0.01730504004297636,True,11944.108478307724
ours,50,3,100,2,0.10168374055503572,0.17424964879116928,0.07256590823613356,0.13748427542993882,0.22854998356563083,0.022176300093821755,False,11944.108478307724
ours,50,3,100,2,0.10168374055503572,0.11154185465496003,0.009858114099924306,0.07842412307220775,0.14980946012060656,0.019659565000429785,True,11944.108478307724
ours,50,3,100,2,0.10168374055503572,0.11484791949882676,0.013164178943791044,0.06838896790324239,0.1724397217881706,0.025870257426625208,True,11944.108478307724
ours,50,3,100,2,0.10168374055503572,0.09786103567130719,-0.003822704883728531,0.0670912357377902,0.14170492102597904,0.01899272592470423,True,11944.108478307724
ours,50,3,100,2,0.10168374055503572,0.09527810364837012,-0.006405636906665596,0.0667280769521081,0.13354125497824637,0.018913916200810496,True,11944.108478307724
ours,50,3,100,2,0.10168374055503572,0.07555271267653543,-0.026131027878500288,0.042096103257848135,0.12932977618133992,0.020629136588829148,True,11944.108478307724
ours,50,3,100,2,0.10168374055503572,0.1473500450199777,0.04566630446494198,0.10367041802332072,0.19897184106241014,0.02482714923287749,False,11944.108478307724
ours,50,3,100,2,0.10168374055503572,0.08551490202824982,-0.016168838526785898,0.04347413910618925,0.14231581082432262,0.024369206020458636,True,11944.108478307724
ours,50,3,100,2,0.10168374055503572,0.07110800099900266,-0.030575739556033057,0.03811705324954929,0.11128393186066908,0.020766367545212345,True,11944.108478307724
ours,50,3,100,2,0.10168374055503572,0.08392550285492772,-0.017758237700107996,0.05090250321063642,0.11854058032061589,0.01867521256383014,True,11944.108478307724
ours,50,3,100,2,0.10168374055503572,0.10749194225071851,0.005808201695682788,0.07595783742816303,0.14774858960661175,0.018081426852137483,True,11944.108478307724
ours,50,3,100,2,0.10168374055503572,0.12776927948059488,0.026085538925559162,0.07980891835434949,0.18474863104504438,0.029626921244431073,True,11944.108478307724
ours,50,3,100,2,0.10168374055503572,0.10562099450343955,0.003937253948403829,0.06412929337608038,0.15523482959184964,0.025069309381798847,True,11944.108478307724
ours,50,3,100,2,0.10168374055503572,0.06724804558740793,-0.034435694967627786,0.0199488069454912,0.10479423238480555,0.021181408172620937,True,11944.108478307724
ours,50,3,100,2,0.10168374055503572,0.1080815861962996,0.0063978456412638746,0.07345410244442736,0.14142268912702372,0.017692913795119947,True,11944.108478307724
ours,50,3,100,2,0.10168374055503572,0.11284415603832045,0.011160415483284725,0.072133816819467,0.15098870131236114,0.021038649016395922,True,11944.108478307724
ours,50,3,100,2,0.10168374055503572,0.14550652645131956,0.04382278589628384,0.09596157424908049,0.19952189582573346,0.025133102039486578,True,11944.108478307724
ours,50,3,100,2,0.10168374055503572,0.13002849337669836,0.02834475282166264,0.08915816989591617,0.176407993964352,0.0242313764652037,True,11944.108478307724
ours,50,3,100,2,0.10168374055503572,0.08888315262224268,-0.01280058793279304,0.0523885315777491,0.12842034551393255,0.020491133664111785,True,11944.108478307724
ours,50,3,100,2,0.10168374055503572,0.10059740462572009,-0.0010863359293156322,0.0589154705607292,0.1365835290084282,0.019250465127122716,True,11944.108478307724
ours,50,3,100,2,0.10168374055503572,0.09513963578239094,-0.0065441047726447765,0.06000500218279295,0.1410574634886801,0.0223109540543726,True,11944.108478307724
ours,50,3,100,2,0.10168374055503572,0.10728994769441298,0.005606207139377262,0.0619743668428733,0.1598914175507592,0.026238021552711127,True,11944.108478307724
ours,50,3,100,2,0.10168374055503572,0.1322833823899361,0.030599641834900368,0.09235601049496092,0.1778482461876533,0.02283771776370458,True,11944.108478307724
ours,50,3,100,2,0.10168374055503572,0.09748349118223407,-0.004200249372801654,0.06257079757376657,0.1388736669943023,0.01921161612678436,True,11944.108478307724
ours,50,3,100,2,0.10168374055503572,0.12565574009850355,0.023971999543467834,0.08147948423329392,0.16546132370786693,0.02131432766235523,True,11944.108478307724
ours,50,3,100,2,0.10168374055503572,0.06746687521315103,-0.034216865341884686,0.022443896885036216,0.09881102766936997,0.020674016703603436,False,11944.108478307724
ours,50,3,100,2,0.10168374055503572,0.10181956897046932,0.0001358284154335948,0.07097061177531226,0.15393185770197695,0.020567337717040356,True,11944.108478307724
ours,50,3,100,2,0.10168374055503572,0.07293219708065052,-0.028751543474385202,0.036540818080064784,0.10646004397443715,0.017824957105000466,True,11944.108478307724
ours,50,3,100,2,0.10168374055503572,0.08786888247980723,-0.01381485807522849,0.0395734351723381,0.1314107494204961,0.02286085719337208,True,11944.108478307724
ours,50,3,100,2,0.10168374055503572,0.07621675362535822,-0.0254669869296775,0.03903807687275542,0.12640323909725643,0.022597551669974708,True,11944.108478307724
ours,50,3,100,2,0.10168374055503572,0.08185146751839774,-0.019832273036637982,0.05216880291917386,0.10147016006617657,0.013392847005312479,False,11944.108478307724
ours,50,3,100,2,0.10168374055503572,0.10564818831446701,0.003964447759431292,0.06210162211144415,0.14858629095913378,0.02520918122078406,True,11944.108478307724
ours,50,3,100,2,0.10168374055503572,0.10550852258091631,0.003824782025880588,0.06325022005744659,0.14005301813569404,0.01994083954309885,True,11944.108478307724
ours,50,3,100,2,0.10168374055503572,0.10469337329800978,0.0030096327429740555,0.07151969409615913,0.13515422958059428,0.01817163728739888,True,11944.108478307724
ours,50,3,100,2,0.10168374055503572,0.15534892385467197,0.05366518329963625,0.11778785806254394,0.20109155025682812,0.023920005755654363,False,11944.108478307724
ours,50,3,100,2,0.10168374055503572,0.11749214562210697,0.01580840506707125,0.07254640400076254,0.16121508862035325,0.023585577874270607,True,11944.108478307724
ours,50,3,100,2,0.10168374055503572,0.1486762039287694,0.04699246337373368,0.09729685666344147,0.20832218406092468,0.026923206701080026,True,11944.108478307724
ours,50,3,100,2,0.10168374055503572,0.09246896690525072,-0.009214773649784999,0.06339304714995288,0.12832660336475565,0.018001336792299195,True,11944.108478307724
ours,50,3,100,2,0.10168374055503572,0.11530636855414676,0.013622627999111042,0.08368916917777938,0.15516760304773763,0.018566770759212273,True,11944.108478307724
ours,50,3,100,2,0.10168374055503572,0.08658144695287807,-0.015102293602157646,0.05709350591825344,0.12657169786712857,0.019038854824814672,True,11944.108478307724
ours,50,3,100,2,0.10168374055503572,0.0845149430457966,-0.017168797509239123,0.048081280712822985,0.1139553158918771,0.01680998962784942,True,11944.108478307724
ours,50,3,100,2,0.10168374055503572,0.12237253544970063,0.020688794894664908,0.07805240527739005,0.1510186015217028,0.020624346981485818,True,11944.108478307724
ours,50,3,100,2,0.10168374055503572,0.07310354207946448,-0.028580198475571236,0.04161980578544981,0.10726067418375906,0.017152307106061016,True,11944.108478307724
ours,50,3,100,2,0.10168374055503572,0.10195316846736818,0.0002694279123324622,0.07669880617831869,0.12965585140310437,0.013765711884723609,True,11944.108478307724
ours,50,3,100,2,0.10168374055503572,0.1296351790569671,0.027951438501931367,0.08430943925607749,0.17664038712921876,0.02477384358493712,True,11944.108478307724
ours,50,3,100,2,0.10168374055503572,0.10387739630915235,0.002193655754116633,0.07524977448068912,0.15218171921670828,0.020135231357326637,True,11944.108478307724
ours,50,3,100,2,0.10168374055503572,0.1057096042894094,0.0040258637343736775,0.06300534541611098,0.15802216263719132,0.025868467931326432,True,11944.108478307724
ours,50,3,100,2,0.10168374055503572,0.1506628412526415,0.04897910069760579,0.1057646290762488,0.20586671581130273,0.026920778071125945,False,11944.108478307724
ours,50,3,100,2,0.10168374055503572,0.08513243957011687,-0.016551300984918846,0.05007453212722416,0.1249649193772123,0.019737957019041442,True,11944.108478307724
ours,50,3,100,2,0.10168374055503572,0.13539470765488587,0.03371096709985015,0.0951828261767009,0.17742908691234963,0.02292980610144446,True,11944.108478307724
ours,50,3,100,2,0.10168374055503572,0.09999038319708733,-0.0016933573579483857,0.05517216155271942,0.16263994168414958,0.027932979197809613,True,11944.108478307724
ours,50,3,100,2,0.10168374055503572,0.07300492825391133,-0.028678812301124387,0.03903619592425435,0.11647967398701191,0.02017432766745061,True,11944.108478307724
ours,50,3,100,2,0.10168374055503572,0.11731190346866352,0.0156281629136278,0.0557902615373115,0.1741292657907178,0.03060327459661591,True,11944.108478307724
ours,50,3,100,2,0.10168374055503572,0.11251655456012931,0.010832814005093588,0.07797053899261455,0.1597225617644933,0.02193283701095292,True,11944.108478307724
ours,50,3,100,2,0.10168374055503572,0.12509338271095805,0.023409642155922325,0.09355134960017902,0.17410649504193407,0.022464562994341856,True,11944.108478307724
ours,50,3,100,2,0.10168374055503572,0.09621643150403228,-0.005467309051003441,0.0706578072211994,0.12824321653636853,0.015639386341341942,True,11944.108478307724
ours,50,3,100,2,0.10168374055503572,0.08867061752762508,-0.013013123027410645,0.059536730596005595,0.12834539213904317,0.017015031543949014,True,11944.108478307724
ours,50,3,100,2,0.10168374055503572,0.09547620359436526,-0.0062075369606704595,0.06441335199202225,0.140693755355488,0.019298358095115056,True,11944.108478307724
ours,50,3,100,2,0.10168374055503572,0.09101172272400543,-0.010672017831030292,0.06142681851015114,0.1281210830593409,0.017749104933942085,True,11944.108478307724
ours,50,3,100,2,0.10168374055503572,0.10315485474237938,0.001471114187343664,0.06976582894323105,0.15386723480645234,0.023597906435730447,True,11944.108478307724
ours,50,3,100,2,0.10168374055503572,0.1239317073691796,0.022247966814143885,0.08292338334968466,0.17546139216404094,0.02542746936225341,True,11944.108478307724
ours,50,3,100,2,0.10168374055503572,0.11904566329255784,0.017361922737522115,0.08281392177347735,0.16437901822990217,0.021592184804303326,True,11944.108478307724
ours,50,3,100,2,0.10168374055503572,0.08807828420926347,-0.013605456345772246,0.059424170727174735,0.12617886874906178,0.018623648144322096,True,11944.108478307724
ours,50,3,100,2,0.10168374055503572,0.10502473981291491,0.0033409992578791875,0.06192808282155711,0.16583475882938115,0.02553224978484375,True,11944.108478307724
ours,50,3,100,2,0.10168374055503572,0.09536019596497718,-0.006323544590058544,0.06986207646794795,0.1239234070716093,0.016228150214287442,True,11944.108478307724
ours,50,3,100,2,0.10168374055503572,0.08336279195633119,-0.018320948598704534,0.05178430702548545,0.1204719948525278,0.017989297991412544,True,11944.108478307724
ours,50,3,100,2,0.10168374055503572,0.0839207004784499,-0.017763040076585815,0.045861277172829715,0.11656738995773767,0.019296460758441793,True,11944.108478307724
ours,50,3,100,2,0.10168374055503572,0.0973660234142909,-0.004317717140744817,0.06592679417649633,0.15128493529767667,0.022603303874137528,True,11944.108478307724
ours,50,3,100,2,0.10168374055503572,0.1289293821870118,0.027245641631976084,0.08567388071616601,0.1750880596307196,0.023184508715711833,True,11944.108478307724
ours,50,3,100,2,0.10168374055503572,0.10556934570668608,0.0038856051516503592,0.05910750615783,0.14656247245532586,0.024149149641734813,True,11944.108478307724
ours,50,3,100,2,0.10168374055503572,0.12132640280738229,0.019642662252346565,0.08434455592661359,0.16254877464179102,0.01989977867282035,True,11944.108478307724
ours,50,3,100,2,0.10168374055503572,0.06949134609717189,-0.03219239445786383,0.03378697408399237,0.09519957907791257,0.018680575905681646,False,11944.108478307724
ours,50,3,100,2,0.10168374055503572,0.09125902030896849,-0.010424720246067234,0.0587391139590216,0.12592783576624925,0.01801767623053988,True,11944.108478307724
ours,50,3,100,2,0.10168374055503572,0.13016713217522768,0.028483391620191964,0.08844274606425129,0.1611109507505185,0.019928324441212984,True,11944.108478307724
ours,50,3,100,2,0.10168374055503572,0.08810425115718909,-0.01357948939784663,0.045322844567435766,0.1238053500108003,0.021971634696419662,True,11944.108478307724
ours,50,3,100,2,0.10168374055503572,0.11967736747637683,0.017993626921341113,0.07819661998038403,0.1656766780685276,0.021276013862830852,True,11944.108478307724
ours,50,3,100,2,0.10168374055503572,0.10648063599798968,0.004796895442953961,0.07515022682839206,0.1475923412503988,0.019273281904112132,True,11944.108478307724
ours,50,3,100,2,0.10168374055503572,0.12643197450488652,0.024748233949850804,0.08462454140332827,0.16951021925550677,0.02530491061268388,True,11944.108478307724
ours,50,3,100,2,0.10168374055503572,0.0855081431068074,-0.016175597448228315,0.0527230984125038,0.11605873291664269,0.01776432968095895,True,11944.108478307724
ours,50,3,100,2,0.10168374055503572,0.0871557080233637,-0.014528032531672022,0.0501039269215896,0.12800307403193972,0.024517787764696333,True,11944.108478307724
ours,50,3,100,2,0.10168374055503572,0.07836465083728289,-0.02331908971775283,0.04318433902560033,0.1214218705645785,0.01998083628822989,True,11944.108478307724
ours,50,3,100,2,0.10168374055503572,0.08868880483377839,-0.01299493572125733,0.0556024091194481,0.11608313221563585,0.015870561401821213,True,11944.108478307724
ours,50,3,100,2,0.10168374055503572,0.09871038342387965,-0.002973357131156068,0.0609907300796084,0.1394123735600237,0.019611656956197248,True,11944.108478307724
ours,50,3,100,2,0.10168374055503572,0.1546524807709072,0.05296874021587149,0.11112698865047634,0.2113642640688849,0.02727568469418021,False,11944.108478307724
ours,50,3,100,2,0.10168374055503572,0.11419651294305816,0.012512772388022439,0.07323241013390142,0.15677200099635116,0.023536592369761175,True,11944.108478307724
ours,50,3,100,2,0.10168374055503572,0.13607356693804445,0.034389826383008734,0.08959448382376337,0.17915672881180159,0.02301908928253986,True,11944.108478307724
ours,50,3,100,2,0.10168374055503572,0.11140990382644844,0.009726163271412722,0.08133801676370005,0.15172656015272437,0.01862332000909284,True,11944.108478307724
ours,50,3,100,2,0.10168374055503572,0.1306229333495958,0.028939192794560073,0.08738040822239132,0.1738711395554347,0.02246366114938851,True,11944.108478307724
ours,50,3,100,2,0.10168374055503572,0.09011473623336111,-0.011569004321674611,0.054684890507443636,0.1398516634351147,0.021693786605964816,True,11944.108478307724
ours,50,3,100,2,0.10168374055503572,0.10505986654009955,0.0033761259850638298,0.07239499120433703,0.1430148017805621,0.01974693388319435,True,11944.108478307724
ours,50,3,100,2,0.10168374055503572,0.0769160220824307,-0.02476771847260502,0.04580751105330117,0.10772427870195515,0.016857111882082988,True,11944.108478307724
ours,50,3,100,2,0.10168374055503572,0.09525785449422536,-0.006425886060810362,0.0504525409609897,0.1463765098287945,0.024441719177583896,True,11944.108478307724
ours,50,3,100,2,0.10168374055503572,0.12075534341856763,0.019071602863531906,0.08653922653077831,0.1681230030181223,0.0209439820460724,True,11944.108478307724
ours,50,3,100,2,0.10168374055503572,0.08735442573733876,-0.014329314817696961,0.04580128249473946,0.13335634720584252,0.022165466618668868,True,11944.108478307724
ours,50,3,100,2,0.10168374055503572,0.09407230337777892,-0.007611437177256805,0.05232097903524266,0.13588991120859067,0.023719273218443363,True,11944.108478307724
ours,50,3,100,2,0.10168374055503572,0.11167260126307327,0.009988860708037547,0.07430257505515427,0.15035127896036204,0.020392436524257474,True,11944.108478307724
ours,50,3,100,2,0.10168374055503572,0.08834461211575673,-0.013339128439278994,0.06130857078546287,0.12484333617558933,0.017953155581760444,True,11944.108478307724
ours,50,3,100,2,0.10168374055503572,0.11224738917645187,0.01056364862141615,0.07416049733320361,0.14694860110729535,0.01898688352653228,True,11944.108478307724
ours,50,3,100,2,0.10168374055503572,0.10207836819575652,0.00039462764072080436,0.07163613348267227,0.14402044373449957,0.018313064250355372,True,11944.108478307724
ours,50,3,100,2,0.10168374055503572,0.1152642405700248,0.013580500014989075,0.0802500182160434,0.1496459915433684,0.020476068698493666,True,11944.108478307724
ours,50,3,100,2,0.10168374055503572,0.16134941171642864,0.059665671161392916,0.10886053742477805,0.2096061006672996,0.027834821503041868,False,11944.108478307724
ours,50,3,100,2,0.10168374055503572,0.0835910095506332,-0.01809273100440252,0.04792460713904752,0.1169917622500326,0.01988166272294841,True,11944.108478307724
ours,50,3,100,2,0.10168374055503572,0.1090729692755755,0.007389228720539778,0.07537762997193401,0.14338918227296257,0.01834828522095773,True,11944.108478307724
ours,50,3,100,2,0.10168374055503572,0.13574309747717647,0.03405935692214075,0.10042076537924101,0.17705361255458535,0.02160112808654521,True,11944.108478307724
ours,50,3,100,2,0.10168374055503572,0.10969032590850378,0.008006585353468057,0.06898718146187373,0.14445898521165784,0.020764422201003527,True,11944.108478307724
ours,50,3,100,2,0.10168374055503572,0.08593024993398615,-0.015753490621049568,0.04691457743929867,0.11842520108356636,0.01909452954440487,True,11944.108478307724
ours,50,3,100,2,0.10168374055503572,0.13586063172621135,0.03417689117117563,0.09868339556094372,0.18459812254602123,0.022774381792811535,True,11944.108478307724
ours,50,3,100,2,0.10168374055503572,0.10197619171352394,0.0002924511584882217,0.06554634062305663,0.14407747367585585,0.022042573380620916,True,11944.108478307724
ours,50,3,100,2,0.10168374055503572,0.09264182915725819,-0.009041911397777533,0.054382789298533074,0.1216454564766879,0.017292006059762163,True,11944.108478307724
ours,50,3,100,2,0.10168374055503572,0.09671831342964934,-0.004965427125386376,0.062156582380038954,0.14969254182285907,0.021185711951232467,True,11944.108478307724
