label,n,d,T,j,est,true,bias,q0,q1,bstd,covered,singleW,time
conditional_independence,100,3,10,2,-0.07167578408995787,0.0017945671993709622,-0.07347035128932883,-0.19841629223508672,0.045491193867775094,0.06137266643242579,True,False,50217.917518377304
conditional_independence,100,3,10,2,0.033053061469150866,0.0017945671993709622,0.031258494269779905,-0.13338266683387712,0.18422416945864517,0.08082940646875501,True,False,50217.917518377304
conditional_independence,100,3,10,2,-0.1560616761602468,0.0017945671993709622,-0.15785624335961776,-0.3033877115393706,-0.05262176086373671,0.06733810142755904,False,False,50217.917518377304
conditional_independence,100,3,10,2,-0.0038631141481261524,0.0017945671993709622,-0.005657681347497115,-0.10721219430296555,0.11607379077459432,0.056705755954151976,True,False,50217.917518377304
conditional_independence,100,3,10,2,-0.01522407322113937,0.0017945671993709622,-0.017018640420510333,-0.12600003762639397,0.08690357688978524,0.0621206092464288,True,False,50217.917518377304
conditional_independence,100,3,10,2,-0.06219790454140868,0.0017945671993709622,-0.06399247174077964,-0.18443494516072453,0.05840829490663775,0.06709121115750065,True,False,50217.917518377304
conditional_independence,100,3,10,2,-0.05206270614438181,0.0017945671993709622,-0.05385727334375277,-0.18392942118012903,0.08084975270181174,0.07082702409514259,True,False,50217.917518377304
conditional_independence,100,3,10,2,0.05447419059308141,0.0017945671993709622,0.05267962339371045,-0.06879036519642882,0.16462965825027323,0.06355720479388696,True,False,50217.917518377304
conditional_independence,100,3,10,2,-0.08386699485338703,0.0017945671993709622,-0.08566156205275799,-0.1995566699234887,0.03310718235206097,0.05944977648498827,True,False,50217.917518377304
conditional_independence,100,3,10,2,0.024079939365062836,0.0017945671993709622,0.022285372165691875,-0.07381734016546923,0.16970538114665368,0.07053722636943559,True,False,50217.917518377304
conditional_independence,100,3,10,2,0.033480434730904986,0.0017945671993709622,0.031685867531534025,-0.1258855044275138,0.1726507280985882,0.07175955922404854,True,False,50217.917518377304
conditional_independence,100,3,10,2,-0.004933218784832369,0.0017945671993709622,-0.006727785984203331,-0.1532465750503807,0.14645632621807433,0.07935977914091805,True,False,50217.917518377304
conditional_independence,100,3,10,2,0.027812919373078393,0.0017945671993709622,0.026018352173707432,-0.1099684842399132,0.12363665525395974,0.0557406312224723,True,False,50217.917518377304
conditional_independence,100,3,10,2,-0.1078150750947553,0.0017945671993709622,-0.10960964229412626,-0.24227275858001707,0.056538523399568816,0.08955734749889116,True,False,50217.917518377304
conditional_independence,100,3,10,2,0.022132468069847127,0.0017945671993709622,0.020337900870476166,-0.1057381482556432,0.14446283981323607,0.06557943864299172,True,False,50217.917518377304
conditional_independence,100,3,10,2,-0.005661980127307759,0.0017945671993709622,-0.0074565473266787205,-0.10385011766101179,0.11202657421712885,0.06056273894983991,True,False,50217.917518377304
conditional_independence,100,3,10,2,0.0399370236084444,0.0017945671993709622,0.03814245640907344,-0.090799317617143,0.13689343851770666,0.05773842746870512,True,False,50217.917518377304
conditional_independence,100,3,10,2,-0.08455501301504223,0.0017945671993709622,-0.08634958021441319,-0.17676684960077574,0.02108070098055923,0.05467986933470807,True,False,50217.917518377304
conditional_independence,100,3,10,2,-0.013692126791387612,0.0017945671993709622,-0.015486693990758575,-0.1373402045855374,0.1185390374475162,0.06523790086738618,True,False,50217.917518377304
conditional_independence,100,3,10,2,0.040054104982340424,0.0017945671993709622,0.03825953778296946,-0.0825341534496605,0.18298751442611408,0.06905972693837643,True,False,50217.917518377304
conditional_independence,100,3,10,2,-0.006094232616047063,0.0017945671993709622,-0.007888799815418025,-0.12551834701870268,0.1415519175987781,0.06845124216695007,True,False,50217.917518377304
conditional_independence,100,3,10,2,0.03208620429180349,0.0017945671993709622,0.03029163709243253,-0.05021518340567769,0.159326304734223,0.05842688955997728,True,False,50217.917518377304
conditional_independence,100,3,10,2,-0.055558957954561485,0.0017945671993709622,-0.057353525153932446,-0.16742741640195855,0.08957358817352416,0.07032409788867484,True,False,50217.917518377304
conditional_independence,100,3,10,2,0.04095176098819646,0.0017945671993709622,0.0391571937888255,-0.044351182990912744,0.17941017513243976,0.06350456593806166,True,False,50217.917518377304
conditional_independence,100,3,10,2,-0.09048722437602888,0.0017945671993709622,-0.09228179157539984,-0.19807556497797066,0.009314624641030939,0.055863823941122236,True,False,50217.917518377304
conditional_independence,100,3,10,2,-0.044330632465804265,0.0017945671993709622,-0.046125199665175226,-0.15161357302480824,0.0639275425934681,0.0590696548631744,True,False,50217.917518377304
conditional_independence,100,3,10,2,-0.058985027471240126,0.0017945671993709622,-0.06077959467061109,-0.1931575100490292,0.05880498118443119,0.06749042213923427,True,False,50217.917518377304
conditional_independence,100,3,10,2,0.042137445512802726,0.0017945671993709622,0.040342878313431765,-0.09929230991629315,0.13406588177527157,0.06373786824932978,True,False,50217.917518377304
conditional_independence,100,3,10,2,0.045550318780588336,0.0017945671993709622,0.043755751581217375,-0.09102526854936976,0.16395704300388428,0.06854334922394612,True,False,50217.917518377304
conditional_independence,100,3,10,2,-0.02591428029689008,0.0017945671993709622,-0.02770884749626104,-0.13791881727273503,0.10022740012157937,0.06386227898786315,True,False,50217.917518377304
conditional_independence,100,3,10,2,0.07487735338266907,0.0017945671993709622,0.07308278618329811,-0.10146213761076725,0.24627051351845863,0.0894744754193843,True,False,50217.917518377304
conditional_independence,100,3,10,2,0.10956427248471386,0.0017945671993709622,0.1077697052853429,-0.015969499772448065,0.19858217194377703,0.0586666346611772,True,False,50217.917518377304
conditional_independence,100,3,10,2,0.11703755886623617,0.0017945671993709622,0.1152429916668652,-0.002460439702600201,0.23642671061093942,0.07204887398903433,True,False,50217.917518377304
conditional_independence,100,3,10,2,-0.04528914722890891,0.0017945671993709622,-0.04708371442827987,-0.17090247848847928,0.08220121361550899,0.06436792369022215,True,False,50217.917518377304
conditional_independence,100,3,10,2,-0.011366011650103848,0.0017945671993709622,-0.01316057884947481,-0.11253356203943189,0.11044169030252703,0.060753976892975674,True,False,50217.917518377304
conditional_independence,100,3,10,2,0.01146877207401339,0.0017945671993709622,0.009674204874642427,-0.11342689268762494,0.10745351358790692,0.06104118234918148,True,False,50217.917518377304
conditional_independence,100,3,10,2,-0.05189256322795025,0.0017945671993709622,-0.05368713042732121,-0.17982811092351766,0.08842088739284877,0.07165479675579652,True,False,50217.917518377304
conditional_independence,100,3,10,2,0.010975229892579454,0.0017945671993709622,0.009180662693208492,-0.11170268180848915,0.12272384495419232,0.06114941263402494,True,False,50217.917518377304
conditional_independence,100,3,10,2,-0.04983411304738082,0.0017945671993709622,-0.05162868024675178,-0.1651929845588443,0.0640237967772552,0.06627133678571502,True,False,50217.917518377304
conditional_independence,100,3,10,2,0.057823909417237085,0.0017945671993709622,0.056029342217866124,-0.056978312813351736,0.15863644982488354,0.05636851873360481,True,False,50217.917518377304
conditional_independence,100,3,10,2,-0.024427800313195882,0.0017945671993709622,-0.026222367512566843,-0.15429506759789008,0.09884634008438925,0.06653116141567984,True,False,50217.917518377304
conditional_independence,100,3,10,2,-0.02100415982443984,0.0017945671993709622,-0.022798727023810802,-0.13114295404842502,0.08790796307436916,0.0579388290826156,True,False,50217.917518377304
conditional_independence,100,3,10,2,0.12096169862076381,0.0017945671993709622,0.11916713142139285,0.006396427894846134,0.23047614217412152,0.05792148396692242,False,False,50217.917518377304
conditional_independence,100,3,10,2,0.07995584364307728,0.0017945671993709622,0.07816127644370632,-0.04441830464464667,0.20680222661639017,0.06951299154630158,True,False,50217.917518377304
conditional_independence,100,3,10,2,-0.021541156326788238,0.0017945671993709622,-0.0233357235261592,-0.15437781633611353,0.09710159198426048,0.06555212257192887,True,False,50217.917518377304
conditional_independence,100,3,10,2,0.025750898087083363,0.0017945671993709622,0.0239563308877124,-0.09062276182761739,0.12444062456968616,0.06118641063771238,True,False,50217.917518377304
conditional_independence,100,3,10,2,0.01635273705676098,0.0017945671993709622,0.014558169857390018,-0.0957345593104186,0.1332754880671604,0.05703808728664577,True,False,50217.917518377304
conditional_independence,100,3,10,2,-0.03843875416816811,0.0017945671993709622,-0.04023332136753907,-0.17217553624435417,0.06647586785657153,0.06343868819328002,True,False,50217.917518377304
conditional_independence,100,3,10,2,0.017217975991627832,0.0017945671993709622,0.015423408792256869,-0.12880555529357038,0.16107578505459683,0.07717488394737552,True,False,50217.917518377304
conditional_independence,100,3,10,2,0.02595734061439155,0.0017945671993709622,0.02416277341502059,-0.09530297258314145,0.13207803395099446,0.05898973402357385,True,False,50217.917518377304
conditional_independence,100,3,10,2,-0.047305452804471314,0.0017945671993709622,-0.049100020003842275,-0.19396011180011039,0.08621532022755135,0.07187543453368181,True,False,50217.917518377304
conditional_independence,100,3,10,2,0.01630156818964989,0.0017945671993709622,0.014507000990278926,-0.09575028077115305,0.1411801363713543,0.06532921998004265,True,False,50217.917518377304
conditional_independence,100,3,10,2,-0.03572246117729811,0.0017945671993709622,-0.03751702837666907,-0.15643474703090107,0.09845908154265456,0.060159530951573066,True,False,50217.917518377304
conditional_independence,100,3,10,2,0.06362267880236837,0.0017945671993709622,0.06182811160299741,-0.017886935036245798,0.22929786909507774,0.06806502434543527,True,False,50217.917518377304
conditional_independence,100,3,10,2,-0.0018753618529935422,0.0017945671993709622,-0.0036699290523645044,-0.16238746717607727,0.12559382823791873,0.07112050798818643,True,False,50217.917518377304
conditional_independence,100,3,10,2,-0.07389273459149703,0.0017945671993709622,-0.075687301790868,-0.22832534518275444,0.069383160435675,0.07757800687353218,True,False,50217.917518377304
conditional_independence,100,3,10,2,-0.03603925497272144,0.0017945671993709622,-0.0378338221720924,-0.16786822442166538,0.06062056131682729,0.06323180789972858,True,False,50217.917518377304
conditional_independence,100,3,10,2,-0.019657823242012838,0.0017945671993709622,-0.0214523904413838,-0.1532747825670829,0.09433336324726847,0.07042112165607187,True,False,50217.917518377304
conditional_independence,100,3,10,2,0.001929065703103791,0.0017945671993709622,0.00013449850373282893,-0.12508471586810196,0.0892509493566433,0.058490321475659246,True,False,50217.917518377304
conditional_independence,100,3,10,2,0.056900158825892666,0.0017945671993709622,0.055105591626521705,-0.0481585912195929,0.1384864494153991,0.05198860633835644,True,False,50217.917518377304
conditional_independence,100,3,10,2,-0.011356378793732736,0.0017945671993709622,-0.013150945993103699,-0.14041794247529374,0.1377134505971138,0.07052369743218737,True,False,50217.917518377304
conditional_independence,100,3,10,2,0.06550104247116949,0.0017945671993709622,0.06370647527179853,-0.059601945983935124,0.18263058124800993,0.0635652334189195,True,False,50217.917518377304
conditional_independence,100,3,10,2,0.004840733401735184,0.0017945671993709622,0.003046166202364222,-0.0873740868032253,0.1216820883711381,0.056371013934993795,True,False,50217.917518377304
conditional_independence,100,3,10,2,0.020185679597126603,0.0017945671993709622,0.018391112397755642,-0.11713846975513251,0.15942642481414093,0.07274298440789555,True,False,50217.917518377304
conditional_independence,100,3,10,2,0.12038222772041274,0.0017945671993709622,0.11858766052104178,0.010281618120338967,0.24100918615089742,0.06049512784025808,False,False,50217.917518377304
conditional_independence,100,3,10,2,0.095195340504837,0.0017945671993709622,0.09340077330546603,-0.06355389191155011,0.22598862411522336,0.07489061410936333,True,False,50217.917518377304
conditional_independence,100,3,10,2,-0.02202927745499083,0.0017945671993709622,-0.02382384465436179,-0.14218363820910251,0.11452471887834287,0.06863414643549115,True,False,50217.917518377304
conditional_independence,100,3,10,2,-0.11126454993989061,0.0017945671993709622,-0.11305911713926158,-0.21645383450632283,0.0037183973417654493,0.05615463943595598,True,False,50217.917518377304
conditional_independence,100,3,10,2,0.09836294719654884,0.0017945671993709622,0.09656837999717788,-0.017937703816213884,0.1954561199914866,0.055879135414761735,True,False,50217.917518377304
conditional_independence,100,3,10,2,0.12378267796632633,0.0017945671993709622,0.12198811076695537,-0.007285332283242385,0.26143247137667003,0.07104979099119386,True,False,50217.917518377304
conditional_independence,100,3,10,2,0.014508134406175632,0.0017945671993709622,0.01271356720680467,-0.08248253020629913,0.10025804267749479,0.051481444626089126,True,False,50217.917518377304
conditional_independence,100,3,10,2,-0.0983187373144763,0.0017945671993709622,-0.10011330451384726,-0.20560073771696213,0.004191630695320518,0.05434541025658331,True,False,50217.917518377304
conditional_independence,100,3,10,2,0.029260603272268426,0.0017945671993709622,0.027466036072897465,-0.11011173190175476,0.14649340599976496,0.06283240040408977,True,False,50217.917518377304
conditional_independence,100,3,10,2,-0.000551888178401666,0.0017945671993709622,-0.002346455377772628,-0.11567904770849048,0.16838180016778864,0.07187184547467712,True,False,50217.917518377304
conditional_independence,100,3,10,2,0.10476262238593179,0.0017945671993709622,0.10296805518656083,-0.023343385494106368,0.2318407912628538,0.06493115838396833,True,False,50217.917518377304
conditional_independence,100,3,10,2,0.026228757084708128,0.0017945671993709622,0.024434189885337167,-0.07872507634699523,0.15030578876136869,0.06492419209962245,True,False,50217.917518377304
conditional_independence,100,3,10,2,0.10508371930722041,0.0017945671993709622,0.10328915210784945,-0.002534353318703105,0.2205230070372948,0.06234881951568403,True,False,50217.917518377304
conditional_independence,100,3,10,2,0.0380018318008551,0.0017945671993709622,0.036207264601484136,-0.04963582118369197,0.19039095149863974,0.065515522895435,True,False,50217.917518377304
conditional_independence,100,3,10,2,-0.0539229931923624,0.0017945671993709622,-0.05571756039173336,-0.13383264852666035,0.0592989791736928,0.05367755669188398,True,False,50217.917518377304
conditional_independence,100,3,10,2,-0.02043646139538041,0.0017945671993709622,-0.02223102859475137,-0.17822867005522758,0.0984319282296774,0.0686328116014166,True,False,50217.917518377304
conditional_independence,100,3,10,2,0.008145046125774266,0.0017945671993709622,0.006350478926403304,-0.12441650595758948,0.12456155369765204,0.06581715177110696,True,False,50217.917518377304
conditional_independence,100,3,10,2,-0.0420136537979656,0.0017945671993709622,-0.04380822099733656,-0.16857069160466137,0.07210118372369187,0.06446314562716371,True,False,50217.917518377304
conditional_independence,100,3,10,2,0.0109831580174946,0.0017945671993709622,0.009188590818123636,-0.0960347011284146,0.11299466724690915,0.05927896891009317,True,False,50217.917518377304
conditional_independence,100,3,10,2,0.04877182376383112,0.0017945671993709622,0.04697725656446016,-0.05931135853410623,0.1670989467620805,0.06623890159473994,True,False,50217.917518377304
conditional_independence,100,3,10,2,-0.017147212754029608,0.0017945671993709622,-0.01894177995340057,-0.13178918750759583,0.12891456573838533,0.07457175623353307,True,False,50217.917518377304
conditional_independence,100,3,10,2,0.11767761184204428,0.0017945671993709622,0.11588304464267332,-0.032336032518780346,0.2621558527960251,0.0739762909579307,True,False,50217.917518377304
conditional_independence,100,3,10,2,0.03453393408749832,0.0017945671993709622,0.03273936688812736,-0.10978678364885054,0.14065504246399602,0.06337919716291505,True,False,50217.917518377304
conditional_independence,100,3,10,2,-0.03990371678271219,0.0017945671993709622,-0.041698283982083154,-0.16124785408576783,0.0840012432586135,0.06560230752892476,True,False,50217.917518377304
conditional_independence,100,3,10,2,0.08106392162192419,0.0017945671993709622,0.07926935442255323,-0.02606435002200391,0.20334607688417497,0.06430322695837211,True,False,50217.917518377304
conditional_independence,100,3,10,2,0.06119326697779557,0.0017945671993709622,0.05939869977842461,-0.08483252424951225,0.25468415927385246,0.09299382206487412,True,False,50217.917518377304
conditional_independence,100,3,10,2,0.10443132072430292,0.0017945671993709622,0.10263675352493196,-0.019040415515002282,0.2600753468969708,0.06822628546517176,True,False,50217.917518377304
conditional_independence,100,3,10,2,0.08189261396955674,0.0017945671993709622,0.08009804677018578,-0.0651326773759972,0.2345818747378502,0.07881518931499576,True,False,50217.917518377304
conditional_independence,100,3,10,2,-0.044654051912558904,0.0017945671993709622,-0.046448619111929865,-0.15361927437546227,0.10342626347085102,0.0704093575157302,True,False,50217.917518377304
conditional_independence,100,3,10,2,-0.08365602101610117,0.0017945671993709622,-0.08545058821547213,-0.23789468178891868,0.044060403243753175,0.07157847903649565,True,False,50217.917518377304
conditional_independence,100,3,10,2,-0.07515153861804472,0.0017945671993709622,-0.07694610581741568,-0.19033972359189769,0.04409738477672051,0.05875170801036174,True,False,50217.917518377304
conditional_independence,100,3,10,2,0.030221257913679835,0.0017945671993709622,0.028426690714308873,-0.1640005710713247,0.15260814251820895,0.07830921326978336,True,False,50217.917518377304
conditional_independence,100,3,10,2,0.07075145176661275,0.0017945671993709622,0.06895688456724179,-0.07197812882183552,0.19590371011950214,0.07462681921497494,True,False,50217.917518377304
conditional_independence,100,3,10,2,0.030928880507587676,0.0017945671993709622,0.029134313308216715,-0.11939089133052747,0.16512783342226792,0.07551130609595583,True,False,50217.917518377304
conditional_independence,100,3,10,2,0.08803845884544972,0.0017945671993709622,0.08624389164607876,-0.03214910204634179,0.1968080508926315,0.05920260707947596,True,False,50217.917518377304
conditional_independence,100,3,10,2,0.020139226661615245,0.0017945671993709622,0.018344659462244284,-0.1015101656677415,0.13845709899081618,0.06147446803419196,True,False,50217.917518377304
conditional_independence,100,3,10,2,-0.03715760409566201,0.0017945671993709622,-0.03895217129503297,-0.15797007261019902,0.08291219923583298,0.06947834170553592,True,False,50217.917518377304
conditional_independence,100,3,10,2,0.0020022020012452125,0.0017945671993709622,0.00020763480187425032,-0.12388532410093618,0.13923661860216371,0.06920375972747017,True,False,50217.917518377304
conditional_independence,100,3,10,2,0.17370681435729807,0.0017945671993709622,0.1719122471579271,-0.003017798285528433,0.3111590150521389,0.07372298946667856,True,False,50217.917518377304
conditional_independence,100,3,10,2,-0.012749561329818799,0.0017945671993709622,-0.014544128529189761,-0.1879289614459037,0.14865810401899887,0.08593074286954047,True,False,50217.917518377304
conditional_independence,100,3,10,2,0.1180315371906552,0.0017945671993709622,0.11623696999128424,0.0007907463532869667,0.2862177394200961,0.06895769466286157,True,False,50217.917518377304
conditional_independence,100,3,10,2,0.04349619315960637,0.0017945671993709622,0.04170162596023541,-0.10355123497772042,0.17165007217537304,0.06432149719565261,True,False,50217.917518377304
conditional_independence,100,3,10,2,-0.019629995160501613,0.0017945671993709622,-0.021424562359872574,-0.14646360167306327,0.10363189203008767,0.06172222865820045,True,False,50217.917518377304
conditional_independence,100,3,10,2,0.13579982567076346,0.0017945671993709622,0.1340052584713925,-0.04526793391993954,0.26272423768756753,0.07763640850707303,True,False,50217.917518377304
conditional_independence,100,3,10,2,0.07117122037224732,0.0017945671993709622,0.06937665317287636,-0.05919446642293023,0.18461306969630456,0.06445858233307052,True,False,50217.917518377304
conditional_independence,100,3,10,2,0.09540342457579702,0.0017945671993709622,0.09360885737642606,-0.035053732682666344,0.2149929467096379,0.06425494667856918,True,False,50217.917518377304
conditional_independence,100,3,10,2,0.047862179658631425,0.0017945671993709622,0.046067612459260464,-0.0808281618628169,0.1528861336124467,0.06344327002678185,True,False,50217.917518377304
conditional_independence,100,3,10,2,-0.1346282759649416,0.0017945671993709622,-0.13642284316431255,-0.26410871944133407,-0.02065293994574724,0.07196914770696639,False,False,50217.917518377304
conditional_independence,100,3,10,2,-0.1317452363957602,0.0017945671993709622,-0.13353980359513115,-0.2502617945597566,-0.03592198431480744,0.05678702633426733,False,False,50217.917518377304
conditional_independence,100,3,10,2,-0.04393277203090762,0.0017945671993709622,-0.04572733923027858,-0.15985680776181085,0.08701394078444602,0.06649441514943737,True,False,50217.917518377304
conditional_independence,100,3,10,2,-0.0064398709797204735,0.0017945671993709622,-0.008234438179091436,-0.0845586936299238,0.10426497986819662,0.050706742911859594,True,False,50217.917518377304
conditional_independence,100,3,10,2,-0.03823182397213428,0.0017945671993709622,-0.04002639117150524,-0.20399419450068196,0.08798834696049379,0.06844559239004207,True,False,50217.917518377304
conditional_independence,100,3,10,2,-0.0425155225879584,0.0017945671993709622,-0.04431008978732936,-0.16840904394825368,0.06945502157805135,0.06062607975593239,True,False,50217.917518377304
conditional_independence,100,3,10,2,-0.009491829504287374,0.0017945671993709622,-0.011286396703658337,-0.13693889905605738,0.13163418525580278,0.07291405384931597,True,False,50217.917518377304
conditional_independence,100,3,10,2,0.006804046127975122,0.0017945671993709622,0.00500947892860416,-0.12185477921412137,0.15995538654697114,0.07239782928030275,True,False,50217.917518377304
conditional_independence,100,3,10,2,-0.13385185976221128,0.0017945671993709622,-0.13564642696158224,-0.2569703753328282,-0.031926208837373446,0.05567418649127012,False,False,50217.917518377304
conditional_independence,100,3,10,2,0.04838133434261693,0.0017945671993709622,0.04658676714324597,-0.06988583619640046,0.1869150293768034,0.06702559108411739,True,False,50217.917518377304
conditional_independence,100,3,10,2,-0.009485496509238679,0.0017945671993709622,-0.011280063708609641,-0.15393419523828847,0.1427963701015615,0.08154825135605986,True,False,50217.917518377304
conditional_independence,100,3,10,2,0.04748379979769228,0.0017945671993709622,0.04568923259832132,-0.08964940152640771,0.19669268201455534,0.07150238541664189,True,False,50217.917518377304
conditional_independence,100,3,10,2,-0.02543185213423991,0.0017945671993709622,-0.02722641933361087,-0.17815170125936658,0.11897699963673616,0.07969161979854886,True,False,50217.917518377304
conditional_independence,100,3,10,2,-0.030851478105308992,0.0017945671993709622,-0.03264604530467995,-0.15844153487712687,0.06936764045717066,0.062129318197426064,True,False,50217.917518377304
conditional_independence,100,3,10,2,0.046715590217523695,0.0017945671993709622,0.044921023018152734,-0.06725128131851728,0.1557593856319435,0.06269550566091397,True,False,50217.917518377304
conditional_independence,100,3,10,2,0.06064633921193049,0.0017945671993709622,0.058851772012559526,-0.09909741570223315,0.22264620192110596,0.07863568763967956,True,False,50217.917518377304
conditional_independence,100,3,10,2,0.07245714166548918,0.0017945671993709622,0.07066257446611822,-0.057091408709237484,0.19430167569961113,0.06621971744038374,True,False,50217.917518377304
conditional_independence,100,3,10,2,0.031501853649117936,0.0017945671993709622,0.029707286449746975,-0.09278255091937393,0.1669331901919765,0.06007343257140396,True,False,50217.917518377304
conditional_independence,100,3,10,2,0.04508877545698216,0.0017945671993709622,0.0432942082576112,-0.07470333953115336,0.15750044198557078,0.061744908563201764,True,False,50217.917518377304
conditional_independence,100,3,10,2,-0.004530785730789169,0.0017945671993709622,-0.006325352930160131,-0.12829520802771968,0.07402635946947407,0.05708511057288536,True,False,50217.917518377304
conditional_independence,100,3,10,2,-0.059158604604986474,0.0017945671993709622,-0.060953171804357435,-0.19259718718966776,0.06463350594235202,0.07735888435235061,True,False,50217.917518377304
conditional_independence,100,3,10,2,-0.0002918956095865788,0.0017945671993709622,-0.002086462808957541,-0.13854519840171153,0.12839076593355345,0.07049170740832043,True,False,50217.917518377304
conditional_independence,100,3,10,2,0.13823729302221327,0.0017945671993709622,0.1364427258228423,0.01306533933061313,0.25963752990914973,0.07104640757706514,False,False,50217.917518377304
conditional_independence,100,3,10,2,-0.01216609428818526,0.0017945671993709622,-0.013960661487556222,-0.1267455235606017,0.09815406586023633,0.05858225976763166,True,False,50217.917518377304
conditional_independence,100,3,10,2,0.04178034856936226,0.0017945671993709622,0.0399857813699913,-0.09549563749128709,0.16349329220248407,0.06655091296806508,True,False,50217.917518377304
conditional_independence,100,3,10,2,0.02428381552138046,0.0017945671993709622,0.0224892483220095,-0.134508848138861,0.15787550257801014,0.07201443513745631,True,False,50217.917518377304
conditional_independence,100,3,10,2,0.077021492530402,0.0017945671993709622,0.07522692533103104,-0.07059681445806569,0.2161074373407311,0.07410432362216463,True,False,50217.917518377304
conditional_independence,100,3,10,2,-0.06559026373982396,0.0017945671993709622,-0.06738483093919492,-0.19286006484586096,0.03532338259520131,0.06778462236446872,True,False,50217.917518377304
conditional_independence,100,3,10,2,-0.022607349378162053,0.0017945671993709622,-0.024401916577533014,-0.17144446520338616,0.09772915336284053,0.06793017829593687,True,False,50217.917518377304
conditional_independence,100,3,10,2,0.03658676373250815,0.0017945671993709622,0.03479219653313719,-0.09538909371180833,0.16334462033952885,0.06859325196493862,True,False,50217.917518377304
conditional_independence,100,3,10,2,-0.062105453559056036,0.0017945671993709622,-0.063900020758427,-0.1778573701447903,0.0727232401397376,0.06297631830079213,True,False,50217.917518377304
conditional_independence,100,3,10,2,0.013189181662193428,0.0017945671993709622,0.011394614462822465,-0.10951278641955774,0.19222858503189716,0.07455642943768973,True,False,50217.917518377304
conditional_independence,100,3,10,2,0.060124785221296925,0.0017945671993709622,0.058330218021925964,-0.06239634884986478,0.17775195462530222,0.06360979417270596,True,False,50217.917518377304
conditional_independence,100,3,10,2,0.07754148264093867,0.0017945671993709622,0.07574691544156771,-0.04447110776962535,0.1882422031698915,0.05993334880177554,True,False,50217.917518377304
conditional_independence,100,3,10,2,-0.11719105438335742,0.0017945671993709622,-0.11898562158272838,-0.25542455636645095,0.017559526735441172,0.07410305396853284,True,False,50217.917518377304
conditional_independence,100,3,10,2,0.1063188952166773,0.0017945671993709622,0.10452432801730634,-0.03949234431397529,0.2384762684961121,0.06971164153323416,True,False,50217.917518377304
conditional_independence,100,3,10,2,0.057498424335211615,0.0017945671993709622,0.055703857135840654,-0.04900461691636362,0.18946733603846336,0.05799153430385851,True,False,50217.917518377304
conditional_independence,100,3,10,2,0.06694738598371383,0.0017945671993709622,0.06515281878434287,-0.0358627007855047,0.1858228583198635,0.054116847026877184,True,False,50217.917518377304
conditional_independence,100,3,10,2,0.06685430309838061,0.0017945671993709622,0.06505973589900965,-0.05444035498968034,0.19763688413851907,0.06664799775959557,True,False,50217.917518377304
conditional_independence,100,3,10,2,-0.04924952544806095,0.0017945671993709622,-0.05104409264743191,-0.142610317949501,0.07378362729708052,0.0612160332487877,True,False,50217.917518377304
conditional_independence,100,3,10,2,-0.024210559413238887,0.0017945671993709622,-0.026005126612609848,-0.15774226180495898,0.10214483488074762,0.07585624864643051,True,False,50217.917518377304
conditional_independence,100,3,10,2,0.03817763607178986,0.0017945671993709622,0.0363830688724189,-0.09293969249756573,0.16051162522274284,0.06577575659126751,True,False,50217.917518377304
conditional_independence,100,3,10,2,0.06868976514553723,0.0017945671993709622,0.06689519794616627,0.0013028606116369133,0.22013511267458072,0.06018928260573419,True,False,50217.917518377304
conditional_independence,100,3,10,2,0.018690891376499146,0.0017945671993709622,0.016896324177128184,-0.10083176466598141,0.13173404576059974,0.06141855149335396,True,False,50217.917518377304
conditional_independence,100,3,10,2,0.010384187013446405,0.0017945671993709622,0.008589619814075442,-0.0964952975206419,0.1357722933740015,0.05696754474346242,True,False,50217.917518377304
conditional_independence,100,3,10,2,-0.043145774204068364,0.0017945671993709622,-0.044940341403439325,-0.14099046539299653,0.06139984634880359,0.055565477881810765,True,False,50217.917518377304
conditional_independence,100,3,10,2,0.07069372333795361,0.0017945671993709622,0.06889915613858265,-0.046043088931320066,0.22494501551178958,0.07142132603259314,True,False,50217.917518377304
conditional_independence,100,3,10,2,-0.03438614707879904,0.0017945671993709622,-0.036180714278170004,-0.18696507724460046,0.11512678499316165,0.07918708737247925,True,False,50217.917518377304
conditional_independence,100,3,10,2,-0.016878917240505786,0.0017945671993709622,-0.018673484439876747,-0.11796588797657837,0.09497180713031479,0.06152365899442102,True,False,50217.917518377304
conditional_independence,100,3,10,2,-0.0574957788124318,0.0017945671993709622,-0.05929034601180276,-0.1605477157470586,0.02937636473526689,0.05126152837814183,True,False,50217.917518377304
conditional_independence,100,3,10,2,0.06579370835635301,0.0017945671993709622,0.06399914115698205,-0.04001057441322743,0.17601534206099037,0.055666303478021754,True,False,50217.917518377304
conditional_independence,100,3,10,2,-0.0016083527661813813,0.0017945671993709622,-0.0034029199655523437,-0.12664177469943222,0.15847258715295043,0.07217504917297259,True,False,50217.917518377304
conditional_independence,100,3,10,2,0.03992691551958609,0.0017945671993709622,0.03813234832021513,-0.060831496157712106,0.14369109569881436,0.05278194963238774,True,False,50217.917518377304
conditional_independence,100,3,10,2,-0.04897431513464283,0.0017945671993709622,-0.05076888233401379,-0.18052583504174244,0.07446702267461915,0.06470686400249083,True,False,50217.917518377304
conditional_independence,100,3,10,2,0.01968044526473749,0.0017945671993709622,0.01788587806536653,-0.10595565643272262,0.19130988980706265,0.07379206455862238,True,False,50217.917518377304
