label,n,d,T,j,est,true,bias,q0,q1,bstd,covered,singleW,time
time_independence,100,3,10,0,0.022268968244656347,0.06479648110442306,-0.042527512859766706,-0.04520616993317083,0.09117146164487337,0.040582480896899885,True,False,50075.327996730804
time_independence,100,3,10,0,-0.01106009387696785,0.06479648110442306,-0.07585657498139091,-0.0858499593073485,0.08742589228676825,0.04182818512453624,True,False,50075.327996730804
time_independence,100,3,10,0,-0.01325701531729864,0.06479648110442306,-0.0780534964217217,-0.14732573991980036,0.04370823590105046,0.04433113470081921,False,False,50075.327996730804
time_independence,100,3,10,0,0.05725279123611065,0.06479648110442306,-0.007543689868312407,-0.014934835671553473,0.15970517073531879,0.05001781980617596,True,False,50075.327996730804
time_independence,100,3,10,0,-0.025867404436263664,0.06479648110442306,-0.09066388554068672,-0.13201521679725903,0.0715811898243931,0.05127000636065187,True,False,50075.327996730804
time_independence,100,3,10,0,0.02726607124309342,0.06479648110442306,-0.03753040986132963,-0.027975118807758857,0.13408567310520472,0.04426508147230763,True,False,50075.327996730804
time_independence,100,3,10,0,-0.07574394123581701,0.06479648110442306,-0.14054042234024006,-0.2982090316646949,0.07942112532902165,0.09151877853707374,True,False,50075.327996730804
time_independence,100,3,10,0,0.019432302901682824,0.06479648110442306,-0.04536417820274023,-0.04987790152096239,0.14074076409304295,0.0474484677245723,True,False,50075.327996730804
time_independence,100,3,10,0,0.0010425894419480509,0.06479648110442306,-0.06375389166247501,-0.0766826057797072,0.06657446196310358,0.0344272608555034,True,False,50075.327996730804
time_independence,100,3,10,0,-0.018817935071655034,0.06479648110442306,-0.0836144161760781,-0.1102684362330634,0.05277985176613555,0.038315771758879756,False,False,50075.327996730804
time_independence,100,3,10,0,-0.03430058859260443,0.06479648110442306,-0.09909706969702749,-0.157928639061181,0.05067151579382076,0.0470386971342947,False,False,50075.327996730804
time_independence,100,3,10,0,-0.017595718920351253,0.06479648110442306,-0.0823922000247743,-0.132382850383237,0.13383899775834276,0.06814660311170141,True,False,50075.327996730804
time_independence,100,3,10,0,-0.05575661503415479,0.06479648110442306,-0.12055309613857784,-0.19293674724948884,0.019480705856993,0.05560548562040555,False,False,50075.327996730804
time_independence,100,3,10,0,0.007832992239299362,0.06479648110442306,-0.056963488865123695,-0.05986131870327618,0.07167458823084287,0.03049229109629651,True,False,50075.327996730804
time_independence,100,3,10,0,0.020083134784296533,0.06479648110442306,-0.044713346320126524,-0.05444658457004592,0.14569628567966753,0.05331595974865799,True,False,50075.327996730804
time_independence,100,3,10,0,-0.01866542114664939,0.06479648110442306,-0.08346190225107245,-0.1077173860026622,0.028907152062306825,0.036850821353899534,False,False,50075.327996730804
time_independence,100,3,10,0,-0.012932089696018645,0.06479648110442306,-0.0777285708004417,-0.1442652247432792,0.10076944499742228,0.06269267767745873,True,False,50075.327996730804
time_independence,100,3,10,0,0.01272546546935841,0.06479648110442306,-0.052071015635064645,-0.04974529745868089,0.10690529486933067,0.03348023403672067,True,False,50075.327996730804
time_independence,100,3,10,0,-0.03204253423579537,0.06479648110442306,-0.09683901534021842,-0.1557510735968327,0.060101362875701246,0.055927970557825585,False,False,50075.327996730804
time_independence,100,3,10,0,0.014795675247745178,0.06479648110442306,-0.05000080585667788,-0.12729820906704895,0.14988862595109767,0.06430477382749404,True,False,50075.327996730804
time_independence,100,3,10,0,0.0076111317779174285,0.06479648110442306,-0.057185349326505625,-0.0377617711613832,0.07241116460774098,0.029370868947411217,True,False,50075.327996730804
time_independence,100,3,10,0,0.00539911361662602,0.06479648110442306,-0.05939736748779704,-0.05048875051629054,0.06307435967285972,0.027313979268444,False,False,50075.327996730804
time_independence,100,3,10,0,0.049518152940309416,0.06479648110442306,-0.01527832816411364,-0.027281422592509774,0.20448558442402767,0.06201059592940937,True,False,50075.327996730804
time_independence,100,3,10,0,-0.042331263235702875,0.06479648110442306,-0.10712774434012592,-0.2018446154843268,0.04812895628873833,0.0650774467036251,False,False,50075.327996730804
time_independence,100,3,10,0,-0.01846231501250451,0.06479648110442306,-0.08325879611692757,-0.13332972579446503,0.054590892763853135,0.048764784252838526,False,False,50075.327996730804
time_independence,100,3,10,0,0.08806699099501894,0.06479648110442306,0.023270509890595883,-0.006989627323078223,0.19099321527634522,0.05481354587083047,True,False,50075.327996730804
time_independence,100,3,10,0,-0.022722681600874674,0.06479648110442306,-0.08751916270529773,-0.09823486908850551,0.07572106805613658,0.03960319452434001,True,False,50075.327996730804
time_independence,100,3,10,0,0.00041679568186895314,0.06479648110442306,-0.06437968542255411,-0.06968230415277514,0.03991567499283654,0.02514542094133551,False,False,50075.327996730804
time_independence,100,3,10,0,0.022224531274216894,0.06479648110442306,-0.042571949830206166,-0.04049353664824029,0.09080809644593281,0.036174219664753406,True,False,50075.327996730804
time_independence,100,3,10,0,0.04959890101709377,0.06479648110442306,-0.015197580087329285,-0.03360694757732737,0.17712760230429342,0.053955207511889224,True,False,50075.327996730804
time_independence,100,3,10,0,0.10721249062856135,0.06479648110442306,0.04241600952413829,-0.0010378666925279368,0.23094951490658372,0.06350348688128359,True,False,50075.327996730804
time_independence,100,3,10,0,0.08153163556264016,0.06479648110442306,0.016735154458217105,-0.029320992878609883,0.21529932750641312,0.06379166430957317,True,False,50075.327996730804
time_independence,100,3,10,0,-0.002706903000767579,0.06479648110442306,-0.06750338410519063,-0.05692624023967465,0.04292598584645431,0.022084428515168293,False,False,50075.327996730804
time_independence,100,3,10,0,0.007678915289956959,0.06479648110442306,-0.0571175658144661,-0.03480664904599733,0.09949111635902472,0.03510005406895854,True,False,50075.327996730804
time_independence,100,3,10,0,0.0506476922125249,0.06479648110442306,-0.014148788891898155,-0.053242777229533446,0.20688982519035717,0.06467984630535109,True,False,50075.327996730804
time_independence,100,3,10,0,0.012010442258893368,0.06479648110442306,-0.05278603884552969,-0.14935504681520315,0.11632313662023532,0.05903195652168933,True,False,50075.327996730804
time_independence,100,3,10,0,0.0011144752279132085,0.06479648110442306,-0.06368200587650985,-0.05566800533516816,0.07098082791093419,0.03035125481436959,True,False,50075.327996730804
time_independence,100,3,10,0,0.02857083849511154,0.06479648110442306,-0.03622564260931152,-0.049954943870452524,0.14077044174771178,0.055476066551301065,True,False,50075.327996730804
time_independence,100,3,10,0,0.08188030436903722,0.06479648110442306,0.017083823264614162,-0.006769619843780947,0.27806009269953375,0.07703518394426041,True,False,50075.327996730804
time_independence,100,3,10,0,0.031098195578059117,0.06479648110442306,-0.03369828552636394,-0.08890777087797994,0.17156420136883693,0.06451062209534303,True,False,50075.327996730804
time_independence,100,3,10,0,0.005205450828904168,0.06479648110442306,-0.05959103027551889,-0.07178549228321997,0.07238877900781944,0.03719151900541768,True,False,50075.327996730804
time_independence,100,3,10,0,-0.005574156080155241,0.06479648110442306,-0.0703706371845783,-0.079401616643376,0.0756187268507705,0.03662335725757893,True,False,50075.327996730804
time_independence,100,3,10,0,-0.010161385217451793,0.06479648110442306,-0.07495786632187484,-0.1285178700974417,0.039316350128569696,0.03702618746286608,False,False,50075.327996730804
time_independence,100,3,10,0,-0.026796725658516773,0.06479648110442306,-0.09159320676293983,-0.1183619305201768,0.05057280147980044,0.04818634506596027,False,False,50075.327996730804
time_independence,100,3,10,0,-0.0008190156315866583,0.06479648110442306,-0.06561549673600972,-0.12454010461213466,0.10479816323566453,0.05206702656762822,True,False,50075.327996730804
time_independence,100,3,10,0,0.01679705852582279,0.06479648110442306,-0.047999422578600265,-0.029381567259651548,0.14070687651948963,0.04119887502706955,True,False,50075.327996730804
time_independence,100,3,10,0,-0.011706855943272193,0.06479648110442306,-0.07650333704769526,-0.15311117927077916,0.075386391350498,0.057997073456372644,True,False,50075.327996730804
time_independence,100,3,10,0,-0.0018582104891251808,0.06479648110442306,-0.06665469159354824,-0.0343101056905994,0.06933203878099788,0.0241737169319207,True,False,50075.327996730804
time_independence,100,3,10,0,0.021333765559046022,0.06479648110442306,-0.043462715545377034,-0.07001702756568119,0.11351612483290825,0.043463165323557665,True,False,50075.327996730804
time_independence,100,3,10,0,0.0005446631353333352,0.06479648110442306,-0.06425181796908973,-0.09423216808909547,0.07211134784525593,0.03841971176111961,True,False,50075.327996730804
time_independence,100,3,10,0,0.0026865566815996995,0.06479648110442306,-0.06210992442282336,-0.06844017573572567,0.1702310144856621,0.06227272653840426,True,False,50075.327996730804
time_independence,100,3,10,0,-0.017276391368899635,0.06479648110442306,-0.08207287247332269,-0.12639164959893598,0.08050703292280317,0.05189488343085519,True,False,50075.327996730804
time_independence,100,3,10,0,-0.011768811819024774,0.06479648110442306,-0.07656529292344783,-0.09184085777497152,0.05879906499990081,0.03442955866494276,False,False,50075.327996730804
time_independence,100,3,10,0,-0.041158682849884026,0.06479648110442306,-0.10595516395430708,-0.13659060670822318,0.040599320343510686,0.04763333865445914,False,False,50075.327996730804
time_independence,100,3,10,0,-0.00013490899375357543,0.06479648110442306,-0.06493139009817663,-0.0542295838507133,0.08302101909892629,0.03326164864637461,True,False,50075.327996730804
time_independence,100,3,10,0,0.004228919444840696,0.06479648110442306,-0.06056756165958236,-0.05853493470582531,0.09379356084505071,0.0367173659834761,True,False,50075.327996730804
time_independence,100,3,10,0,-0.029267579922085486,0.06479648110442306,-0.09406406102650855,-0.1134746967640166,0.08437800289919153,0.04971522809015881,True,False,50075.327996730804
time_independence,100,3,10,0,-0.008528724739564692,0.06479648110442306,-0.07332520584398775,-0.0919354088281603,0.05443254339263414,0.03957342493996408,False,False,50075.327996730804
time_independence,100,3,10,0,0.030776464671538214,0.06479648110442306,-0.03402001643288484,-0.0501805100774258,0.0937200511282719,0.03846574385055423,True,False,50075.327996730804
time_independence,100,3,10,0,-0.017294121039847263,0.06479648110442306,-0.08209060214427032,-0.10606499899187391,0.047600167865080464,0.03880454696809431,False,False,50075.327996730804
time_independence,100,3,10,0,0.0030962759214726993,0.06479648110442306,-0.06170020518295036,-0.055684330805891184,0.05763725087843117,0.027355218617462165,False,False,50075.327996730804
time_independence,100,3,10,0,0.058721584588675144,0.06479648110442306,-0.006074896515747913,-0.059947607115382,0.20529568061637676,0.06466627059789246,True,False,50075.327996730804
time_independence,100,3,10,0,-0.015006205910039653,0.06479648110442306,-0.0798026870144627,-0.1008793956364452,0.06320042991678154,0.03910932267207836,False,False,50075.327996730804
time_independence,100,3,10,0,-0.0008940080908447985,0.06479648110442306,-0.06569048919526785,-0.08550790732417296,0.07074255534466817,0.03960389278166702,True,False,50075.327996730804
time_independence,100,3,10,0,0.006145502293037916,0.06479648110442306,-0.05865097881138514,-0.03353979786583411,0.08619947370214032,0.03031575943642931,True,False,50075.327996730804
time_independence,100,3,10,0,0.014168978213571408,0.06479648110442306,-0.05062750289085165,-0.05471015664216668,0.09440833641164066,0.03860012102301884,True,False,50075.327996730804
time_independence,100,3,10,0,0.04013980691116123,0.06479648110442306,-0.024656674193261827,-0.07592053595212092,0.1404580765950274,0.05134108339432588,True,False,50075.327996730804
time_independence,100,3,10,0,-0.040021937196076315,0.06479648110442306,-0.10481841830049937,-0.18416491051123354,0.038593457916221395,0.05705719231440483,False,False,50075.327996730804
time_independence,100,3,10,0,0.0036796981101762305,0.06479648110442306,-0.061116782994246825,-0.07566193887239119,0.12700940406194922,0.04621029781860954,True,False,50075.327996730804
time_independence,100,3,10,0,0.009374158415795586,0.06479648110442306,-0.05542232268862747,-0.0552072881634762,0.08769912256498481,0.0346810019913491,True,False,50075.327996730804
time_independence,100,3,10,0,0.030046257447537902,0.06479648110442306,-0.034750223656885154,-0.0413192075230384,0.1655334040226265,0.05191446015965211,True,False,50075.327996730804
time_independence,100,3,10,0,0.0006413133147438829,0.06479648110442306,-0.06415516778967917,-0.0762888845035912,0.061454669108398814,0.030896862911032195,False,False,50075.327996730804
time_independence,100,3,10,0,-0.043967624854632084,0.06479648110442306,-0.10876410595905514,-0.1480364888491933,0.12391764901106449,0.06198657452638536,True,False,50075.327996730804
time_independence,100,3,10,0,0.0178064276305808,0.06479648110442306,-0.04699005347384226,-0.10453365692061019,0.12341011665366763,0.054162259489824796,True,False,50075.327996730804
time_independence,100,3,10,0,-0.013388742095785236,0.06479648110442306,-0.07818522320020829,-0.13062263754280115,0.06605673119281148,0.045994330678902094,True,False,50075.327996730804
time_independence,100,3,10,0,0.037805481348730456,0.06479648110442306,-0.0269909997556926,-0.1094523723581578,0.22780873764442308,0.0735404553162812,True,False,50075.327996730804
time_independence,100,3,10,0,0.0026936356626752994,0.06479648110442306,-0.06210284544174776,-0.05171434778771436,0.07144393092965569,0.030676535058353577,True,False,50075.327996730804
time_independence,100,3,10,0,-0.0038227833359547824,0.06479648110442306,-0.06861926444037784,-0.09519852826872424,0.08865347239017454,0.043100423384812195,True,False,50075.327996730804
time_independence,100,3,10,0,-0.0034444817050960867,0.06479648110442306,-0.06824096280951915,-0.0758679579107282,0.039918620094922454,0.030632808497293388,False,False,50075.327996730804
time_independence,100,3,10,0,0.023311339840366898,0.06479648110442306,-0.041485141264056155,-0.0560843949169806,0.12415710862235499,0.04798849812781604,True,False,50075.327996730804
time_independence,100,3,10,0,-0.01983965715240313,0.06479648110442306,-0.08463613825682618,-0.11496267354113926,0.1042925857129982,0.06572740406907959,True,False,50075.327996730804
time_independence,100,3,10,0,0.004354598940286084,0.06479648110442306,-0.06044188216413697,-0.07401274344575502,0.08218424583404971,0.038453681564741736,True,False,50075.327996730804
time_independence,100,3,10,0,-0.03796835212690676,0.06479648110442306,-0.10276483323132982,-0.16780469712622617,0.027123412601080494,0.04784930860226094,False,False,50075.327996730804
time_independence,100,3,10,0,0.005162189383000871,0.06479648110442306,-0.059634291721422185,-0.15037741948991376,0.11142556700052594,0.0688551499780174,True,False,50075.327996730804
time_independence,100,3,10,0,0.006750020816871969,0.06479648110442306,-0.05804646028755109,-0.12917546395320134,0.09070493305678287,0.06169022565486566,True,False,50075.327996730804
time_independence,100,3,10,0,0.006838276445800433,0.06479648110442306,-0.05795820465862262,-0.22419550180225775,0.20524745097024813,0.10571089170260842,True,False,50075.327996730804
time_independence,100,3,10,0,0.03668623158037603,0.06479648110442306,-0.028110249524047025,-0.011617615982414533,0.23014473819717607,0.06517066142092295,True,False,50075.327996730804
time_independence,100,3,10,0,-0.010576764726777804,0.06479648110442306,-0.07537324583120086,-0.09553924628056122,0.10184612824518491,0.050035856112340564,True,False,50075.327996730804
time_independence,100,3,10,0,-0.019407889024772106,0.06479648110442306,-0.08420437012919516,-0.13016628176243883,0.0407439036633696,0.04910045211359993,False,False,50075.327996730804
time_independence,100,3,10,0,0.013311056235488459,0.06479648110442306,-0.0514854248689346,-0.04435799391776242,0.1216808494575641,0.0377355177926732,True,False,50075.327996730804
time_independence,100,3,10,0,0.0040152871139447575,0.06479648110442306,-0.0607811939904783,-0.04793983822968552,0.0734453467376491,0.03641233985954137,True,False,50075.327996730804
time_independence,100,3,10,0,0.07723038116482844,0.06479648110442306,0.012433900060405387,-0.006375676901478164,0.18516607385770917,0.0588211303478643,True,False,50075.327996730804
time_independence,100,3,10,0,0.019185009247626113,0.06479648110442306,-0.04561147185679694,-0.06285961651289056,0.09189314608524558,0.044363971312275124,True,False,50075.327996730804
time_independence,100,3,10,0,0.018206494548336345,0.06479648110442306,-0.04658998655608671,-0.07945393915090804,0.1313194049003992,0.05447425041471984,True,False,50075.327996730804
time_independence,100,3,10,0,-0.012759632160437656,0.06479648110442306,-0.07755611326486071,-0.15811215378799845,0.14354145068736843,0.07853876760779807,True,False,50075.327996730804
time_independence,100,3,10,0,0.01236065942630322,0.06479648110442306,-0.05243582167811984,-0.04032752584934038,0.1114746715729305,0.03650359139989718,True,False,50075.327996730804
time_independence,100,3,10,0,-0.05188279824183712,0.06479648110442306,-0.11667927934626018,-0.2631900815784277,0.022380084023718685,0.06901013613727958,False,False,50075.327996730804
time_independence,100,3,10,0,0.048268490004437614,0.06479648110442306,-0.016527991099985442,-0.03315525281830843,0.16385841534995782,0.0470925715192849,True,False,50075.327996730804
time_independence,100,3,10,0,0.0094808346967017,0.06479648110442306,-0.05531564640772135,-0.0505457379009278,0.0750017354240167,0.02949110862255897,True,False,50075.327996730804
time_independence,100,3,10,0,-0.00208267195362345,0.06479648110442306,-0.06687915305804651,-0.09886008022417225,0.10296776168803903,0.0522369888221079,True,False,50075.327996730804
time_independence,100,3,10,0,0.12215447034752283,0.06479648110442306,0.057357989243099775,-0.020443253520495062,0.3053657955250765,0.08671400081830792,True,False,50075.327996730804
time_independence,100,3,10,0,0.0029914987308482396,0.06479648110442306,-0.06180498237357482,-0.047937756212790554,0.062150387631320365,0.025062725318870015,False,False,50075.327996730804
time_independence,100,3,10,0,0.036892722313039764,0.06479648110442306,-0.027903758791383293,-0.033369554756234765,0.15249322958179667,0.052195391813064526,True,False,50075.327996730804
time_independence,100,3,10,0,-0.05444173849001222,0.06479648110442306,-0.11923821959443529,-0.2523744155215411,0.13027300323377092,0.10357090569944555,True,False,50075.327996730804
time_independence,100,3,10,0,0.17715486847718198,0.06479648110442306,0.11235838737275892,0.021161354459932804,0.3969746436158766,0.10255619128775836,True,False,50075.327996730804
time_independence,100,3,10,0,0.14682430738739358,0.06479648110442306,0.08202782628297052,-0.02853672230809542,0.38492673907295855,0.11205027256151784,True,False,50075.327996730804
time_independence,100,3,10,0,-0.030110749666835822,0.06479648110442306,-0.09490723077125887,-0.12557292695977193,0.02828937463917567,0.044817526841594145,False,False,50075.327996730804
time_independence,100,3,10,0,-0.001709864218797159,0.06479648110442306,-0.06650634532322021,-0.04487621695856249,0.05177670718443627,0.028719097666612597,False,False,50075.327996730804
time_independence,100,3,10,0,0.10639923457796957,0.06479648110442306,0.041602753473546514,-0.005053705077201317,0.29820513965240486,0.08513757041453349,True,False,50075.327996730804
time_independence,100,3,10,0,-0.0032667216618352418,0.06479648110442306,-0.0680632027662583,-0.10872004083133607,0.1208121106037274,0.05573243279140976,True,False,50075.327996730804
time_independence,100,3,10,0,0.0025696799073348605,0.06479648110442306,-0.0622268011970882,-0.14228013151736893,0.17537475491152493,0.07319658073934204,True,False,50075.327996730804
time_independence,100,3,10,0,-0.039710836721713744,0.06479648110442306,-0.1045073178261368,-0.15038793161830405,0.010124471632532609,0.046471053911858844,False,False,50075.327996730804
time_independence,100,3,10,0,0.017053390978766462,0.06479648110442306,-0.0477430901256566,-0.08270990345726166,0.10692616152906971,0.041869046864838035,True,False,50075.327996730804
time_independence,100,3,10,0,0.004964410422912926,0.06479648110442306,-0.05983207068151013,-0.02894790072376275,0.08283611497691189,0.0295391783509428,True,False,50075.327996730804
time_independence,100,3,10,0,-0.001499302969389014,0.06479648110442306,-0.06629578407381206,-0.08114705634638761,0.08514067915719441,0.038104240060196,True,False,50075.327996730804
time_independence,100,3,10,0,0.00846221715619204,0.06479648110442306,-0.05633426394823102,-0.03702650864840719,0.09149951679733145,0.032060537407704176,True,False,50075.327996730804
time_independence,100,3,10,0,-0.0039036477414784035,0.06479648110442306,-0.06870012884590146,-0.11681869535815935,0.04872642749854848,0.042628222626337926,False,False,50075.327996730804
time_independence,100,3,10,0,0.006541657300728768,0.06479648110442306,-0.05825482380369429,-0.11128432957796738,0.10985534403156436,0.05202371234273454,True,False,50075.327996730804
time_independence,100,3,10,0,0.024497497153154867,0.06479648110442306,-0.040298983951268186,-0.04679385188711635,0.15896050778241066,0.05283333957541452,True,False,50075.327996730804
time_independence,100,3,10,0,-0.022798800673006006,0.06479648110442306,-0.08759528177742906,-0.12280748433198452,0.12125436899149283,0.0644448445768655,True,False,50075.327996730804
time_independence,100,3,10,0,0.16664380848538707,0.06479648110442306,0.10184732738096401,0.029354617193187042,0.38361477115601506,0.09002408925831545,True,False,50075.327996730804
time_independence,100,3,10,0,0.09107024612193451,0.06479648110442306,0.026273765017511455,-0.027437171917308236,0.23743755099528957,0.07451668620502495,True,False,50075.327996730804
time_independence,100,3,10,0,-0.014097713273090595,0.06479648110442306,-0.07889419437751365,-0.1054004492303144,0.08774794879308954,0.04719435491311456,True,False,50075.327996730804
time_independence,100,3,10,0,0.048455501839430926,0.06479648110442306,-0.01634097926499213,-0.033356895510189215,0.21567229939127947,0.0688734837576712,True,False,50075.327996730804
time_independence,100,3,10,0,0.022058590507384287,0.06479648110442306,-0.042737890597038766,-0.03885472417139408,0.1255685118352031,0.04566474673030697,True,False,50075.327996730804
time_independence,100,3,10,0,0.02803994693074679,0.06479648110442306,-0.03675653417367627,-0.07417814303616566,0.09628633958472876,0.042683944997928325,True,False,50075.327996730804
time_independence,100,3,10,0,0.010959664655054584,0.06479648110442306,-0.05383681644936847,-0.06631767226258159,0.10739151914280771,0.04028008799246225,True,False,50075.327996730804
time_independence,100,3,10,0,0.030966089352457104,0.06479648110442306,-0.03383039175196595,-0.03678801513942016,0.17700217222224035,0.05418395065657144,True,False,50075.327996730804
time_independence,100,3,10,0,0.01110934050520295,0.06479648110442306,-0.053687140599220105,-0.0696615243725728,0.1307601072968697,0.050745950235303726,True,False,50075.327996730804
time_independence,100,3,10,0,-0.03276952744046215,0.06479648110442306,-0.0975660085448852,-0.17916816321270065,0.06308505246618695,0.05865730881456241,False,False,50075.327996730804
time_independence,100,3,10,0,-0.017578574103978423,0.06479648110442306,-0.08237505520840148,-0.132262099222758,0.04956116170524055,0.05366539356480047,False,False,50075.327996730804
time_independence,100,3,10,0,0.012702213483997696,0.06479648110442306,-0.052094267620425364,-0.06561384034147436,0.08532811180592603,0.037597832458812465,True,False,50075.327996730804
time_independence,100,3,10,0,-0.01012418012188727,0.06479648110442306,-0.07492066122631033,-0.08711425343981859,0.04099312185531545,0.03296461224730344,False,False,50075.327996730804
time_independence,100,3,10,0,-0.0018692414435992498,0.06479648110442306,-0.0666657225480223,-0.03703019409790977,0.05354527131587698,0.022007320445487963,False,False,50075.327996730804
time_independence,100,3,10,0,-0.006069489341600095,0.06479648110442306,-0.07086597044602315,-0.07465798981535811,0.06399287465720954,0.031284139996406855,False,False,50075.327996730804
time_independence,100,3,10,0,0.003010031590804165,0.06479648110442306,-0.06178644951361889,-0.022559774456012236,0.07945095067856932,0.023962888252645247,True,False,50075.327996730804
time_independence,100,3,10,0,0.031123226886507163,0.06479648110442306,-0.03367325421791589,-0.050384495573705654,0.12983721481323482,0.04427210260364159,True,False,50075.327996730804
time_independence,100,3,10,0,-0.05190339046297028,0.06479648110442306,-0.11669987156739334,-0.21943708543886234,0.08202967997376838,0.07621338588679263,True,False,50075.327996730804
time_independence,100,3,10,0,-0.019871660161862984,0.06479648110442306,-0.08466814126628604,-0.23057272412051882,0.15127833553384853,0.0857027380913228,True,False,50075.327996730804
time_independence,100,3,10,0,0.05474292547830488,0.06479648110442306,-0.010053555626118177,-0.039933009894643004,0.20958068893917686,0.06204598623881818,True,False,50075.327996730804
time_independence,100,3,10,0,0.001070384769345466,0.06479648110442306,-0.06372609633507759,-0.022817640114403546,0.0334250977327807,0.014309942404934183,False,False,50075.327996730804
time_independence,100,3,10,0,-0.0003320453198808077,0.06479648110442306,-0.06512852642430386,-0.04729720048964359,0.04677016528985226,0.021912808003650138,False,False,50075.327996730804
time_independence,100,3,10,0,0.0017332165167155231,0.06479648110442306,-0.06306326458770753,-0.05147783231692613,0.05061751731298172,0.02173796071701742,False,False,50075.327996730804
time_independence,100,3,10,0,-0.009001775339515386,0.06479648110442306,-0.07379825644393845,-0.08995443943775595,0.06375952805598235,0.03901335949728421,False,False,50075.327996730804
time_independence,100,3,10,0,-0.12914681888401347,0.06479648110442306,-0.1939432999884365,-0.2922007622137196,-0.004885900151503578,0.08099822115305984,False,False,50075.327996730804
time_independence,100,3,10,0,0.004413887392306533,0.06479648110442306,-0.060382593712116524,-0.05825232370274909,0.06853447287627022,0.0295219914182846,True,False,50075.327996730804
time_independence,100,3,10,0,0.002880679278333317,0.06479648110442306,-0.06191580182608974,-0.08115275253050182,0.06659732798743914,0.03830794878179319,True,False,50075.327996730804
time_independence,100,3,10,0,0.02216236072311919,0.06479648110442306,-0.04263412038130387,-0.04178633780675005,0.10160274630289697,0.0416483655875138,True,False,50075.327996730804
time_independence,100,3,10,0,0.01668906416714677,0.06479648110442306,-0.048107416937276284,-0.05505215422054075,0.09563967353228318,0.03983931455667088,True,False,50075.327996730804
time_independence,100,3,10,0,0.007177216676094626,0.06479648110442306,-0.05761926442832843,-0.07728586160903515,0.07204454276640922,0.03640074492459751,True,False,50075.327996730804
time_independence,100,3,10,0,-0.024133569078805216,0.06479648110442306,-0.08893005018322828,-0.19956100672817034,0.03738066967378813,0.06588246218967787,False,False,50075.327996730804
time_independence,100,3,10,0,-0.03416725710491686,0.06479648110442306,-0.09896373820933992,-0.2169378669179584,0.045857193746516936,0.06633103951683454,False,False,50075.327996730804
time_independence,100,3,10,0,0.0004650085948209169,0.06479648110442306,-0.06433147250960214,-0.07866674787286407,0.0844095790467716,0.04074609937535728,True,False,50075.327996730804
time_independence,100,3,10,0,0.008019949092598488,0.06479648110442306,-0.05677653201182457,-0.07830707884410708,0.09400999465135977,0.04265371192557157,True,False,50075.327996730804
time_independence,100,3,10,0,0.017093947198004694,0.06479648110442306,-0.04770253390641836,-0.05712238607893987,0.11790435124164873,0.05011516864952025,True,False,50075.327996730804
time_independence,100,3,10,0,0.05287816800484515,0.06479648110442306,-0.011918313099577908,-0.06803303236319003,0.21986037452354465,0.07104522855552123,True,False,50075.327996730804
time_independence,100,3,10,0,-0.027267906799871088,0.06479648110442306,-0.09206438790429414,-0.10740133026730324,0.0879662394812539,0.04868618111201011,True,False,50075.327996730804
time_independence,100,3,10,0,-0.07003944483418803,0.06479648110442306,-0.1348359259386111,-0.20368794664662068,0.036722462291308794,0.06691775587394908,False,False,50075.327996730804
time_independence,100,3,10,0,-0.016299531896685412,0.06479648110442306,-0.08109601300110847,-0.11110220574011757,0.05858436583776286,0.04303744133446356,False,False,50075.327996730804
time_independence,100,3,10,0,-0.03651533268662111,0.06479648110442306,-0.10131181379104418,-0.18548805276551103,0.0397851025011841,0.05740469017308818,False,False,50075.327996730804
time_independence,100,3,10,0,0.0076955877862505155,0.06479648110442306,-0.057100893318172544,-0.05392312368836021,0.05642333950279261,0.02651265291592834,False,False,50075.327996730804
time_independence,100,3,10,0,0.006519801959647555,0.06479648110442306,-0.0582766791447755,-0.07448012105634327,0.10400870975831461,0.04597514179550826,True,False,50075.327996730804
time_independence,100,3,10,0,0.038473366809223225,0.06479648110442306,-0.02632311429519983,-0.05161507918372074,0.1784622308648568,0.05612284900312656,True,False,50075.327996730804
time_independence,100,3,10,0,0.133736460493119,0.06479648110442306,0.06893997938869594,0.006362476641136311,0.3227141052616916,0.08423664330106283,True,False,50075.327996730804
time_independence,100,3,10,0,0.05788473842445841,0.06479648110442306,-0.006911742679964646,-0.02685780716936408,0.23018046880273568,0.06301920055441836,True,False,50075.327996730804
time_independence,100,3,10,0,-0.019906419922945,0.06479648110442306,-0.08470290102736805,-0.14406124262593922,0.08562844292805423,0.055342836729226685,True,False,50075.327996730804
time_independence,100,3,10,0,-0.008998338933907642,0.06479648110442306,-0.0737948200383307,-0.12608168414135237,0.07177287075391364,0.0450341299266574,True,False,50075.327996730804
time_independence,100,3,10,0,0.01236206241876744,0.06479648110442306,-0.05243441868565562,-0.06220662169200433,0.08179666509566273,0.04121840561807127,True,False,50075.327996730804
time_independence,100,3,10,0,0.0013601138035220597,0.06479648110442306,-0.06343636730090099,-0.09502825228432792,0.07492367578098866,0.045794099872590276,True,False,50075.327996730804
time_independence,100,3,10,0,0.021395173436683058,0.06479648110442306,-0.04340130766774,-0.05616885466310194,0.17352092576388106,0.05280536217256926,True,False,50075.327996730804
time_independence,100,3,10,0,0.0008746176282995006,0.06479648110442306,-0.06392186347612355,-0.06820533220620537,0.06388949061965597,0.03445482074873038,False,False,50075.327996730804
